uid,literate,attended_school,highest_school_lvl,preschool,now_enrolled,now_attending,past_enrolled,past_attending,now_not_attend_reason,now_not_enroll_reason,past_not_attend_reason,past_not_enroll_reason,finish_school_age,younger_19,public_private_school,school_transportation_time,school_transportation_vehicle,school_transportation_cost,school_expenses,poverty_score
61_1_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,4.0
106_11_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,2.0
173_3_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,6.0
198_8_2,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,7.0
263_7_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,6.0
283_5_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,8.0
421_6_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,6.0
653_4_1,True,1,1.0,2.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,2.0
656_7_1,True,1,1.0,1.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,1.0
785_7_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,6.0
789_4_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
834_3_1,True,1,1.0,1.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,6.0
77_6_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,3.0
267_5_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,4.0
535_1_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,4.0
552_3_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,2.0
339_5_1,True,1,3.0,0.0,2.0,,2.0,,,2.0,,2.0,17.0,2.0,,,,,,6.0
391_1_1,True,1,4.0,0.0,2.0,,2.0,,,2.0,,2.0,17.0,2.0,,,,,,2.0
123_8_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,7.0
248_8_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,6.0
254_1_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,3.0
254_9_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,5.0
411_1_1,True,1,2.0,1.0,2.0,,2.0,,,12.0,,2.0,18.0,2.0,,,,,,6.0
434_1_1,True,1,3.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,5.0
437_9_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
548_12_1,True,1,2.0,2.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
591_9_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,1.0
654_6_1,True,1,1.0,1.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,3.0
805_2_2,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
812_8_2,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,3.0
813_1_2,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,3.0
421_1_1,True,1,5.0,0.0,2.0,,2.0,,,2.0,,2.0,19.0,2.0,,,,,,3.0
477_9_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,19.0,2.0,,,,,,5.0
551_4_1,True,1,5.0,2.0,2.0,,2.0,,,2.0,,2.0,20.0,2.0,,,,,,3.0
437_3_1,True,1,6.0,0.0,2.0,,2.0,,,2.0,,2.0,21.0,2.0,,,,,,5.0
477_8_1,True,1,6.0,0.0,2.0,,2.0,,,2.0,,2.0,21.0,2.0,,,,,,5.0
257_10_1,True,1,6.0,0.0,2.0,,2.0,,,2.0,,2.0,22.0,2.0,,,,,,3.0
259_2_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,2.0
627_4_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,3.0
45_1_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
48_6_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
429_2_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,6.0
493_1_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,7.0
657_4_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
796_4_1,True,1,1.0,1.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
589_10_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,1.0
800_5_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,3.0
242_11_1,True,1,3.0,0.0,2.0,,2.0,,,2.0,,2.0,16.0,2.0,,,,,,6.0
651_7_1,True,1,1.0,2.0,2.0,,2.0,,,2.0,,2.0,16.0,2.0,,,,,,2.0
85_3_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,5.0
132_9_2,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,2.0
260_12_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
297_11_1,True,1,2.0,4.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
372_8_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,5.0
374_5_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
547_1_1,True,1,2.0,2.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,6.0
548_3_1,True,1,2.0,2.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,3.0
814_7_2,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
64_3_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,22.0,2.0,,,,,,5.0
64_6_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,22.0,2.0,,,,,,5.0
106_7_1,True,1,6.0,0.0,2.0,,2.0,,,2.0,,2.0,22.0,2.0,,,,,,3.0
183_2_1,True,1,6.0,1.0,2.0,,2.0,,,2.0,,2.0,23.0,2.0,,,,,,5.0
125_9_1,True,1,6.0,0.0,2.0,,2.0,,,2.0,,2.0,24.0,2.0,,,,,,6.0
175_5_1,True,1,1.0,3.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,1.0
65_4_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,11.0,2.0,,,,,,6.0
810_2_2,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,13.0,2.0,,,,,,4.0
46_2_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,4.0
266_7_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,6.0
272_8_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
388_4_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
491_8_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,7.0
604_2_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,4.0
801_4_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
803_2_1,True,1,1.0,1.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,4.0
34_4_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,3.0
550_2_2,True,1,1.0,2.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,4.0
635_10_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,2.0
169_6_1,True,1,3.0,0.0,2.0,,2.0,,,2.0,,2.0,16.0,2.0,,,,,,6.0
832_10_1,True,1,4.0,0.0,2.0,,2.0,,,2.0,,2.0,17.0,2.0,,,,,,3.0
48_1_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,3.0
62_2_2,True,1,6.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,5.0
242_9_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,6.0
394_3_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,2.0
433_2_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
434_3_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,6.0
606_6_1,True,1,2.0,1.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,3.0
629_5_2,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
629_9_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,3.0
635_1_2,True,1,2.0,1.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,3.0
729_6_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,6.0
372_12_1,True,1,4.0,1.0,2.0,,2.0,,,2.0,,2.0,19.0,2.0,,,,,,5.0
337_2_2,True,1,3.0,0.0,2.0,,2.0,,,2.0,,2.0,21.0,2.0,,,,,,5.0
186_1_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,3.0
176_7_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
271_1_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,6.0
297_8_2,True,1,1.0,3.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
306_1_1,True,1,1.0,1.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,6.0
398_9_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
771_2_2,True,1,1.0,0.0,1.0,2.0,2.0,,2.0,,,2.0,14.0,2.0,,,,,,2.0
795_2_1,True,1,1.0,1.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
799_2_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
42_3_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,3.0
102_5_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,3.0
245_7_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,7.0
477_1_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,4.0
591_8_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,1.0
662_6_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,3.0
661_3_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,16.0,2.0,,,,,,2.0
72_5_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,7.0
168_1_2,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,7.0
168_2_2,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,7.0
245_1_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
252_5_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,5.0
551_3_1,True,1,1.0,3.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,2.0
240_4_2,True,1,5.0,0.0,2.0,,2.0,,,2.0,,2.0,19.0,2.0,,,,,,5.0
732_7_1,True,1,3.0,0.0,2.0,,2.0,,,2.0,,2.0,20.0,2.0,,,,,,7.0
264_2_1,True,1,6.0,0.0,2.0,,2.0,,,2.0,,2.0,22.0,2.0,,,,,,5.0
724_10_1,True,1,6.0,0.0,2.0,,2.0,,,2.0,,2.0,22.0,2.0,,,,,,8.0
734_8_1,True,1,6.0,0.0,2.0,,2.0,,,2.0,,2.0,22.0,2.0,,,,,,8.0
496_1_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,6.0
439_7_2,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,12.0,2.0,,,,,,4.0
85_1_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,4.0
130_2_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
173_11_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,7.0
265_5_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,4.0
285_6_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,7.0
370_5_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,2.0
477_5_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,4.0
492_6_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,6.0
656_8_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
716_10_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,7.0
256_6_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,4.0
40_1_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,16.0,2.0,,,,,,2.0
267_6_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,16.0,2.0,,,,,,4.0
123_11_2,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
241_2_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,3.0
262_7_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,1.0
375_8_2,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,8.0
443_5_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,9.0
443_8_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,6.0
719_12_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,8.0
778_7_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,9.0
796_1_1,True,1,2.0,1.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,5.0
628_9_1,True,1,5.0,0.0,2.0,,2.0,,,2.0,,2.0,19.0,2.0,,,,,,6.0
269_3_1,True,1,6.0,0.0,2.0,,2.0,,,2.0,,2.0,22.0,2.0,,,,,,5.0
5_9_1,True,1,6.0,2.0,2.0,,2.0,,,2.0,,2.0,24.0,2.0,,,,,,4.0
265_4_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,12.0,2.0,,,,,,5.0
257_9_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,13.0,2.0,,,,,,3.0
278_1_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,2.0
281_2_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,7.0
297_7_2,False,1,1.0,3.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
384_1_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
384_3_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
395_1_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
435_3_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,6.0
571_2_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
627_10_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,1.0
813_10_2,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,4.0
61_4_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,5.0
266_2_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,4.0
495_8_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,4.0
86_1_1,True,1,2.0,1.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
131_2_2,True,1,5.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
170_4_1,True,1,5.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,8.0
243_11_1,True,1,5.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,5.0
255_7_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,5.0
260_6_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,7.0
371_7_1,True,1,2.0,1.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,3.0
426_1_1,True,1,6.0,0.0,2.0,,2.0,,,2.0,,2.0,23.0,2.0,,,,,,6.0
608_10_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,2.0
651_9_1,False,1,1.0,2.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,2.0
367_3_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,11.0,2.0,,,,,,2.0
180_1_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,13.0,2.0,,,,,,3.0
746_4_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,13.0,2.0,,,,,,7.0
748_1_6,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,13.0,2.0,,,,,,4.0
800_3_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,13.0,2.0,,,,,,4.0
86_8_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
243_6_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,4.0
434_9_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
491_6_1,True,1,1.0,0.0,1.0,2.0,2.0,,2.0,,,2.0,14.0,2.0,,,,,,7.0
492_8_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,6.0
496_2_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,7.0
579_2_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,1.0
608_4_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
550_7_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,4.0
491_1_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,7.0
579_5_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,1.0
719_7_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,7.0
341_7_1,True,1,3.0,0.0,2.0,,2.0,,,2.0,,2.0,19.0,2.0,,,,,,5.0
133_1_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,3.0
385_2_2,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,3.0
439_4_2,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,12.0,2.0,,,,,,5.0
265_7_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,13.0,2.0,,,,,,5.0
398_5_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,13.0,2.0,,,,,,6.0
628_5_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,13.0,2.0,,,,,,6.0
135_12_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
377_4_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
388_6_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
624_5_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,4.0
794_4_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,6.0
803_4_1,True,1,1.0,1.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
805_4_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
432_8_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,4.0
257_4_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
372_3_1,True,1,2.0,2.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,6.0
629_6_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,3.0
720_6_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,7.0
731_9_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,8.0
270_5_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,6.0
131_5_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,6.0
183_1_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,7.0
297_1_1,False,1,1.0,3.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
361_10_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
428_5_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,7.0
430_11_2,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,4.0
492_5_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
657_1_1,False,1,1.0,1.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,3.0
495_5_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,15.0,2.0,,,,,,4.0
241_7_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,5.0
440_9_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
547_8_1,True,1,2.0,2.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,3.0
719_2_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,9.0
720_1_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,9.0
268_12_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,19.0,2.0,,,,,,4.0
545_5_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,20.0,2.0,,,,,,5.0
341_4_1,True,1,6.0,0.0,2.0,,2.0,,,2.0,,2.0,22.0,2.0,,,,,,5.0
635_9_1,True,1,6.0,2.0,2.0,,2.0,,,2.0,,2.0,22.0,2.0,,,,,,5.0
651_8_1,True,1,6.0,2.0,2.0,,2.0,,,2.0,,2.0,22.0,2.0,,,,,,3.0
433_5_1,True,1,6.0,0.0,2.0,,2.0,,,2.0,,2.0,23.0,2.0,,,,,,9.0
425_3_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,2.0
801_7_1,False,1,1.0,1.0,2.0,,2.0,,,2.0,,2.0,11.0,2.0,,,,,,4.0
440_6_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,12.0,2.0,,,,,,5.0
828_4_2,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,13.0,2.0,,,,,,6.0
168_3_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,6.0
170_6_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
580_9_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,1.0
795_4_1,True,1,1.0,1.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
796_3_1,True,1,1.0,1.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
168_7_1,True,1,3.0,0.0,2.0,,2.0,,,2.0,,2.0,16.0,2.0,,,,,,7.0
629_7_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,16.0,2.0,,,,,,3.0
467_9_1,True,1,3.0,0.0,2.0,,2.0,,,2.0,,2.0,17.0,2.0,,,,,,3.0
131_10_2,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
252_7_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
497_5_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,6.0
594_8_1,True,1,5.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
775_2_2,True,1,5.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,4.0
806_8_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,18.0,2.0,,,,,,3.0
544_6_1,True,1,2.0,0.0,2.0,,2.0,,,2.0,,2.0,19.0,2.0,,,,,,2.0
656_6_1,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,1.0
814_8_2,False,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,10.0,2.0,,,,,,2.0
243_4_1,True,1,1.0,0.0,2.0,,2.0,,,2.0,,2.0,14.0,2.0,,,,,,5.0
