uid,highest_school_lvl,preschool,school_transportation_time,school_transportation_cost,school_expenses,not_attend_reason,school_type_1.0,school_type_3.0,transport_2.0,transport_4.0,transport_5.0,sex,age,time_away,lives_with_partner,lives_with_parent,parents_education,num_parents_alive
813_1_2,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,56,0,True,False,1.0,1
421_1_1,4,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,56,0,True,False,2.0,0
477_9_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,56,0,True,False,2.0,1
551_4_1,4,2.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,56,0,True,False,2.0,0
437_3_1,5,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,56,0,False,False,1.5,1
477_8_1,5,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,56,0,False,False,2.0,2
257_10_1,5,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,56,0,True,False,1.5,0
259_2_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,57,0,True,False,2.0,0
627_4_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,57,0,True,False,1.0,0
45_1_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,57,0,True,False,2.0,0
48_6_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,57,0,True,False,2.0,0
429_2_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,57,0,False,False,1.0,1
493_1_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,57,0,True,False,1.5,0
657_4_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,57,0,True,False,1.0,0
796_4_1,1,1.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,57,0,True,False,2.0,0
589_10_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,57,0,True,False,2.0,2
800_5_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,57,0,True,False,1.0,1
242_11_1,3,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,57,0,True,False,3.0,1
651_7_1,1,2.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,57,0,True,False,1.0,0
85_3_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,57,0,True,False,2.0,0
132_9_2,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,57,0,True,False,2.0,0
260_12_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,57,0,True,False,2.0,0
297_11_1,2,4.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,57,0,False,False,3.5,0
372_8_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,57,0,True,False,1.0,0
374_5_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,57,0,False,False,1.5,0
547_1_1,2,2.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,57,0,True,False,2.0,1
548_3_1,2,2.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,57,0,False,False,2.0,0
814_7_2,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,57,0,True,False,2.0,0
64_3_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,57,0,True,False,1.0,1
64_6_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,57,0,True,False,1.0,1
106_7_1,5,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,57,0,True,False,2.0,0
183_2_1,5,1.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,57,0,True,False,1.0,0
125_9_1,5,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,57,0,True,False,3.0,1
175_5_1,1,3.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,58,0,True,False,1.0,0
65_4_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,58,0,True,False,1.5,0
810_2_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,58,0,True,False,1.0,1
46_2_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,58,0,True,False,2.0,0
266_7_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,58,0,True,False,2.0,2
272_8_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,58,0,True,False,1.0,1
388_4_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,58,2,True,False,1.5,1
491_8_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,58,0,True,False,1.5,0
604_2_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,58,0,True,False,1.0,1
801_4_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,58,0,True,False,2.0,1
803_2_1,1,1.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,58,0,True,False,1.5,0
34_4_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,58,0,True,False,1.0,0
550_2_2,1,2.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,58,0,True,False,2.0,1
635_10_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,58,0,True,False,3.0,0
169_6_1,3,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,58,0,False,False,2.5,0
832_10_1,4,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,58,0,True,False,2.5,1
48_1_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,58,0,True,False,2.0,0
62_2_2,5,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,58,0,True,False,1.0,2
242_9_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,58,0,True,False,3.0,1
394_3_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,58,0,True,False,2.0,0
433_2_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,58,0,True,False,2.0,1
434_3_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,58,0,True,False,1.0,0
606_6_1,2,1.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,58,0,True,False,2.0,1
629_5_2,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,58,0,True,False,1.0,0
629_9_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,58,0,True,False,1.0,0
635_1_2,2,1.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,58,0,True,False,3.0,0
729_6_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,58,0,True,True,2.145104895104895,0
372_12_1,4,1.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,58,0,True,False,3.0,0
337_2_2,3,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,58,0,True,False,2.0,1
186_1_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,59,0,True,False,1.0,1
176_7_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,59,0,False,False,1.0,0
271_1_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,59,0,True,True,2.145104895104895,0
297_8_2,1,3.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,59,0,True,False,3.0,0
306_1_1,1,1.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,59,0,True,False,2.0,0
398_9_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,59,0,True,False,2.0,0
771_2_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,59,0,True,False,1.0,0
795_2_1,1,1.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,59,0,False,False,1.5,0
799_2_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,59,0,True,False,1.0,1
42_3_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,59,0,True,False,1.0,0
102_5_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,59,0,False,False,2.0,0
245_7_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,59,0,True,False,1.0,0
477_1_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,59,0,False,False,1.0,1
591_8_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,59,0,True,False,2.0,1
662_6_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,59,3,False,False,1.5,0
661_3_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,59,0,True,False,1.5,2
72_5_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,59,2,True,False,1.0,0
168_1_2,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,59,0,True,False,1.0,1
168_2_2,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,59,9,True,False,1.0,0
245_1_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,59,0,True,False,1.5,1
252_5_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,59,0,True,False,2.0,0
551_3_1,1,3.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,59,0,True,False,2.0,0
240_4_2,4,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,59,0,True,False,1.5,0
732_7_1,3,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,59,0,True,False,2.0,0
264_2_1,5,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,59,0,True,False,1.0,0
724_10_1,5,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,59,0,True,False,3.0,0
734_8_1,5,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,59,0,True,False,2.5,1
496_1_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,60,0,True,False,1.5,1
439_7_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,60,0,True,False,1.0,0
85_1_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,60,0,True,False,2.0,0
130_2_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,60,0,True,False,5.0,0
173_11_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,60,0,True,False,2.5,0
265_5_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,60,0,False,False,2.0,0
285_6_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,60,0,True,False,2.0,0
370_5_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,60,0,True,False,2.0,0
477_5_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,60,0,True,True,2.145104895104895,0
492_6_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,60,0,True,False,1.5,1
656_8_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,60,0,True,False,1.0,0
716_10_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,60,0,True,False,2.0,0
256_6_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,60,0,True,False,2.0,0
40_1_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,60,0,True,False,1.0,0
267_6_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,60,0,True,False,1.0,0
123_11_2,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,60,0,True,False,2.0,1
241_2_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,60,0,True,True,2.145104895104895,0
262_7_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,60,0,True,False,3.0,0
375_8_2,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,60,0,True,False,1.5,0
443_5_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,60,0,True,False,2.0,0
443_8_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,60,0,True,False,1.5,0
719_12_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,60,0,True,False,3.0,0
778_7_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,60,0,True,False,1.0,1
796_1_1,2,1.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,60,0,True,False,1.5,0
628_9_1,4,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,60,0,True,False,1.0,0
269_3_1,5,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,60,0,False,False,1.0,0
5_9_1,5,2.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,60,0,False,False,10.0,0
265_4_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,61,0,False,False,3.0,0
257_9_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,61,0,True,False,1.0,0
278_1_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,61,0,True,False,2.0,0
281_2_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,61,0,True,False,1.5,0
297_7_2,1,3.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,61,0,True,False,3.0,0
384_1_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,61,0,True,False,1.0,0
384_3_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,61,0,True,False,1.5,0
395_1_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,61,0,True,False,2.0,0
435_3_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,61,0,True,False,2.0,1
571_2_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,61,0,True,False,10.0,0
627_10_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,61,0,True,False,1.0,1
813_10_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,61,0,True,False,1.0,0
61_4_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,61,0,True,False,1.0,0
266_2_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,61,0,True,False,1.5,1
495_8_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,61,0,True,False,1.5,0
86_1_1,2,1.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,61,0,True,False,3.0,0
131_2_2,4,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,61,2,True,False,1.5,0
170_4_1,4,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,61,0,True,False,1.5,0
243_11_1,4,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,61,0,True,False,1.0,0
255_7_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,61,0,True,False,4.0,0
260_6_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,61,0,True,False,3.0,0
371_7_1,2,1.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,61,0,False,False,2.0,1
426_1_1,5,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,61,0,True,False,1.0,1
608_10_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,62,0,True,False,1.5,0
651_9_1,1,2.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,62,0,True,False,1.0,0
367_3_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,62,0,True,False,2.0,1
180_1_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,62,0,True,False,1.0,0
746_4_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,62,0,False,False,1.0,0
748_1_6,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,62,0,False,True,2.145104895104895,0
800_3_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,62,0,True,False,1.5,1
86_8_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,62,0,True,False,2.0,0
243_6_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,62,0,False,False,1.0,0
434_9_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,62,0,True,False,2.0,1
491_6_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,62,0,True,False,1.0,0
492_8_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,62,0,True,False,1.0,0
496_2_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,62,0,True,False,1.5,0
579_2_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,62,0,True,False,2.0,0
608_4_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,62,0,True,False,1.0,0
550_7_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,62,0,False,False,2.0,1
491_1_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,62,0,True,False,1.0,0
579_5_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,62,0,False,False,1.5,0
719_7_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,62,0,True,False,3.0,0
341_7_1,3,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,62,0,True,False,2.0,0
133_1_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,63,0,True,False,2.0,0
385_2_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,63,0,True,False,2.0,0
439_4_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,63,0,True,False,1.0,0
265_7_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,63,0,True,False,2.0,0
398_5_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,63,0,True,False,2.0,0
628_5_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,63,0,False,False,1.0,0
135_12_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,63,0,True,False,1.0,0
377_4_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,63,0,True,False,1.0,0
388_6_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,63,0,True,False,2.0,0
624_5_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,63,0,True,False,2.0,1
794_4_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,63,0,True,False,1.0,1
803_4_1,1,1.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,63,0,True,False,1.0,0
805_4_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,63,0,True,False,1.5,0
432_8_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,63,0,True,False,2.0,1
257_4_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,63,0,False,False,4.0,0
372_3_1,2,2.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,63,0,True,False,2.0,0
629_6_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,63,0,True,False,1.0,0
720_6_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,63,0,True,False,2.5,0
731_9_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,63,0,False,False,2.0,0
270_5_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,64,0,True,False,1.5,0
131_5_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,64,0,False,False,1.5,0
183_1_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,64,0,True,False,1.0,0
297_1_1,1,3.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,64,0,False,False,3.0,0
361_10_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,64,0,True,False,2.0,0
428_5_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,64,0,True,False,1.0,0
430_11_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,64,0,True,False,1.0,0
492_5_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,64,0,True,False,1.0,0
657_1_1,1,1.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,64,0,True,False,1.0,0
495_5_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,64,0,True,False,1.0,0
241_7_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,64,1,True,False,1.0,1
440_9_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,64,0,True,False,1.5,0
547_8_1,2,2.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,64,0,True,False,2.0,0
719_2_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,64,0,False,False,2.5,0
720_1_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,64,0,False,False,2.0,0
268_12_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,64,0,True,False,1.0,0
545_5_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,64,0,True,False,1.0,0
341_4_1,5,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,64,0,True,False,2.0,1
635_9_1,5,2.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,64,0,True,False,2.5,0
651_8_1,5,2.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,64,0,True,False,1.0,0
433_5_1,5,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,64,0,True,False,2.0,0
425_3_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,65,0,False,False,1.0,0
801_7_1,1,1.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,65,0,True,False,1.5,0
440_6_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,65,0,False,False,2.0,0
828_4_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,65,0,True,False,2.0,0
168_3_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,65,0,False,False,2.0,0
170_6_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,65,0,False,False,6.0,0
580_9_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,65,0,True,False,1.0,0
795_4_1,1,1.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,65,0,True,False,1.0,0
796_3_1,1,1.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,65,0,True,False,1.5,0
168_7_1,3,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,65,0,True,False,1.0,0
629_7_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,65,0,True,False,1.0,0
467_9_1,3,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,65,0,False,False,1.0,0
131_10_2,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,65,0,True,False,6.0,0
252_7_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,65,0,True,False,2.5,0
497_5_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,65,0,True,False,1.0,0
594_8_1,4,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,65,0,True,True,2.145104895104895,0
775_2_2,4,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,65,0,True,False,2.0,0
806_8_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,65,0,True,False,1.0,0
544_6_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,65,0,True,False,2.0,0
656_6_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,66,0,False,False,1.0,0
814_8_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,66,0,True,False,1.0,0
243_4_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,66,0,True,False,1.0,0
255_6_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,66,0,True,False,3.5,0
266_4_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,66,0,True,False,3.0,0
274_4_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,66,0,True,False,1.0,1
284_1_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,66,0,True,False,1.0,0
414_1_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,66,0,False,False,1.0,0
494_8_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,66,0,True,False,1.0,0
581_4_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,66,0,True,False,2.0,0
654_9_1,1,2.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,66,0,True,False,1.0,0
771_1_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,66,0,True,False,2.0,0
2_7_1,1,1.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,66,0,True,False,1.5,0
661_5_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,66,0,True,False,1.0,0
262_1_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,66,0,True,False,2.5,0
268_4_1,4,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,66,0,True,False,1.0,0
196_1_1,5,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,66,0,True,False,1.0,0
12_5_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,67,0,True,False,1.0,0
135_1_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,67,0,True,False,1.0,0
340_5_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,67,0,False,False,1.5,0
794_9_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,67,0,True,False,1.0,0
122_1_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,67,2,False,False,1.0,0
284_8_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,67,0,False,False,2.0,0
411_8_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,67,0,True,False,2.0,1
831_5_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,67,0,True,False,1.0,0
136_10_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,67,0,False,False,1.5,0
259_11_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,67,0,False,False,2.0,0
493_3_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,67,0,True,False,1.5,0
604_3_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,67,0,True,False,1.0,0
604_5_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,67,0,False,False,1.0,0
656_5_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,67,0,True,False,1.0,0
544_1_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,67,0,True,False,2.0,0
775_1_2,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,67,0,True,False,1.0,1
426_3_1,3,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,67,0,True,False,1.5,0
47_6_1,2,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,67,0,True,False,1.0,0
130_10_1,5,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,67,0,False,False,4.0,0
63_8_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,68,0,False,False,1.0,0
606_1_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,2,68,0,False,False,1.5,0
398_8_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,68,0,True,False,3.0,0
83_1_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,68,0,True,False,3.0,0
368_2_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,68,0,True,False,1.0,0
442_1_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,68,0,True,False,1.0,0
491_3_1,1,0.0,40.0,0.0,732169.0,1,False,False,False,False,False,1,68,0,True,False,1.0,0
