uid,poverty_score,sex,family_role,age,marital_status,spouse_lives,time_away,lives_with_mom,moms_education,mom_alive,lives_with_dad,dad_education,dad_alive
510_6_1,8.0,1,1,72,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
510_8_1,4.0,1,1,49,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
512_2_1,7.0,1,1,59,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
512_5_1,6.0,1,1,27,5.0,,0,2,1.0,1.0,2,1.0,1.0
515_2_1,4.0,1,1,62,1.0,1.0,0,1,,,2,1.0,2.0
515_3_1,4.0,1,1,39,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
515_8_2,5.0,2,2,50,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
516_1_1,4.0,1,1,58,1.0,1.0,0,2,2.0,2.0,2,1.0,2.0
516_3_1,5.0,1,1,68,1.0,1.0,0,2,1.0,2.0,2,3.0,2.0
516_4_1,5.0,1,1,54,1.0,1.0,0,2,2.0,2.0,2,3.0,2.0
516_6_1,4.0,1,1,50,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
516_7_1,5.0,1,1,62,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
516_8_1,5.0,1,1,33,1.0,1.0,0,1,,,1,,
518_1_1,5.0,1,1,50,1.0,1.0,0,2,2.0,2.0,2,3.0,1.0
520_5_1,6.0,1,1,60,1.0,1.0,0,2,3.0,2.0,2,2.0,2.0
522_2_1,6.0,1,1,51,1.0,1.0,0,2,3.0,2.0,2,3.0,2.0
522_7_1,5.0,1,1,48,1.0,1.0,0,2,4.0,1.0,2,5.0,1.0
523_2_1,4.0,1,1,36,1.0,1.0,3,1,,,1,,
523_6_1,4.0,1,1,55,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
523_7_1,5.0,2,1,44,4.0,,0,2,1.0,1.0,2,1.0,2.0
524_2_1,3.0,1,1,42,1.0,1.0,0,1,,,2,1.0,2.0
524_5_1,4.0,1,1,51,1.0,1.0,0,1,,,2,1.0,2.0
524_7_1,4.0,1,1,39,1.0,1.0,0,2,2.0,1.0,2,3.0,1.0
525_9_1,4.0,2,1,54,1.0,2.0,0,2,2.0,1.0,2,2.0,2.0
526_3_1,4.0,1,1,58,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
528_1_1,3.0,1,1,45,1.0,2.0,0,2,2.0,2.0,2,3.0,2.0
528_3_1,5.0,1,1,43,1.0,1.0,0,2,2.0,1.0,2,3.0,2.0
528_5_1,5.0,1,1,79,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
528_7_1,5.0,1,1,67,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
534_1_1,5.0,1,1,57,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
534_2_1,4.0,1,1,54,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
534_3_1,5.0,1,1,30,1.0,1.0,0,2,3.0,1.0,2,3.0,1.0
534_4_1,4.0,2,1,45,2.0,2.0,0,2,2.0,1.0,2,3.0,2.0
534_5_1,6.0,1,1,70,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
534_7_1,3.0,1,1,50,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
534_8_1,4.0,1,1,49,1.0,1.0,0,1,,,2,1.0,2.0
535_1_1,4.0,1,1,56,1.0,1.0,0,2,3.0,2.0,2,2.0,2.0
535_2_1,4.0,1,1,43,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
535_4_2,3.0,2,1,47,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
535_5_1,5.0,2,1,43,4.0,,0,2,2.0,1.0,2,2.0,1.0
535_7_1,5.0,2,1,50,4.0,,0,2,1.0,1.0,2,1.0,2.0
535_10_1,4.0,1,1,40,1.0,1.0,0,2,5.0,2.0,2,3.0,2.0
544_1_1,2.0,1,1,67,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
544_4_2,2.0,2,2,51,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
544_5_1,1.0,1,1,52,1.0,1.0,0,2,3.0,1.0,2,2.0,2.0
544_6_1,2.0,1,1,65,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
544_11_1,2.0,1,1,47,1.0,1.0,0,1,,,2,2.0,2.0
544_12_1,4.0,1,1,73,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
545_1_2,1.0,2,2,71,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
545_2_2,2.0,2,2,47,1.0,1.0,0,2,2.0,2.0,2,2.0,1.0
545_3_1,1.0,1,1,36,1.0,1.0,0,2,3.0,1.0,2,3.0,1.0
545_5_1,5.0,1,1,64,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
545_7_1,4.0,1,1,37,1.0,1.0,0,2,5.0,1.0,2,5.0,1.0
546_1_2,4.0,2,2,40,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
546_3_1,4.0,1,1,35,1.0,1.0,0,2,3.0,1.0,2,3.0,1.0
546_5_1,3.0,1,1,53,1.0,1.0,0,2,3.0,2.0,2,3.0,2.0
546_9_1,3.0,1,1,74,1.0,1.0,0,2,3.0,2.0,2,2.0,2.0
546_10_2,4.0,2,2,40,1.0,1.0,0,2,3.0,1.0,2,3.0,1.0
547_1_1,6.0,1,1,57,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
547_3_1,4.0,2,1,44,2.0,2.0,0,2,2.0,2.0,1,,
547_4_2,4.0,2,2,28,1.0,1.0,0,2,4.0,1.0,2,4.0,1.0
547_5_1,6.0,2,1,71,4.0,,0,2,2.0,2.0,2,2.0,2.0
547_6_1,4.0,1,1,43,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
547_8_1,3.0,1,1,64,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
547_9_2,3.0,2,2,32,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
548_1_1,5.0,1,1,45,1.0,1.0,0,2,3.0,1.0,2,3.0,1.0
548_3_1,3.0,2,1,57,4.0,,0,2,2.0,2.0,2,2.0,2.0
548_6_1,4.0,1,1,48,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
548_8_2,3.0,2,2,52,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
548_12_1,4.0,2,1,56,4.0,,0,2,2.0,2.0,2,3.0,2.0
549_1_1,5.0,2,1,48,1.0,1.0,0,2,2.0,2.0,2,2.0,1.0
549_3_1,5.0,2,1,87,4.0,,0,2,2.0,2.0,2,2.0,2.0
549_5_1,4.0,2,1,79,4.0,,0,2,2.0,2.0,2,2.0,2.0
549_7_1,4.0,2,1,74,4.0,,0,2,2.0,2.0,2,2.0,2.0
549_9_1,4.0,2,1,53,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
550_1_1,4.0,1,1,68,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
550_2_2,4.0,1,7,58,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
550_4_2,3.0,2,2,42,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
550_5_1,2.0,1,1,53,1.0,2.0,0,2,2.0,1.0,2,2.0,2.0
550_6_2,7.0,2,2,48,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
550_7_1,4.0,2,1,62,4.0,,0,2,2.0,1.0,2,2.0,2.0
550_8_3,3.0,1,4,18,5.0,,0,1,,,1,,
551_1_1,1.0,1,1,38,1.0,1.0,0,2,3.0,1.0,2,3.0,1.0
551_3_1,2.0,1,1,59,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
551_4_1,3.0,1,1,56,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
551_5_1,4.0,1,1,69,1.0,1.0,0,2,2.0,2.0,2,7.0,2.0
551_6_1,4.0,1,1,42,1.0,1.0,0,2,2.0,1.0,2,5.0,2.0
551_7_2,3.0,2,1,45,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
552_1_2,2.0,2,2,45,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
552_3_1,2.0,1,1,56,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
552_4_2,4.0,2,2,74,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
552_5_1,3.0,1,1,83,4.0,,0,2,2.0,2.0,2,2.0,2.0
552_6_2,4.0,2,2,43,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
552_8_1,4.0,1,1,53,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
553_2_1,2.0,1,1,53,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
553_3_2,3.0,2,2,40,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
553_7_1,4.0,1,1,44,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
553_11_1,2.0,1,1,40,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
554_3_3,4.0,1,4,40,5.0,,0,1,,,1,,
570_4_1,2.0,1,1,76,1.0,1.0,0,2,10.0,2.0,2,10.0,2.0
570_5_2,6.0,2,2,59,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
570_7_2,5.0,2,2,52,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
571_1_1,5.0,1,1,74,1.0,1.0,0,2,10.0,2.0,2,1.0,2.0
571_2_1,5.0,1,1,61,1.0,1.0,0,2,10.0,2.0,2,10.0,2.0
571_3_1,6.0,1,1,59,1.0,1.0,0,2,1.0,2.0,2,1.0,1.0
571_6_2,2.0,2,2,39,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
571_8_1,3.0,2,1,73,4.0,,0,2,1.0,2.0,2,1.0,2.0
572_1_1,2.0,2,1,46,4.0,,0,2,2.0,1.0,2,2.0,1.0
572_7_2,6.0,2,2,29,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
572_8_1,7.0,2,1,42,1.0,1.0,0,2,1.0,1.0,2,1.0,2.0
572_9_2,7.0,2,2,47,1.0,1.0,0,2,1.0,1.0,2,2.0,1.0
573_1_2,6.0,2,2,46,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
573_2_1,7.0,1,1,30,1.0,1.0,6,2,1.0,1.0,2,1.0,1.0
579_2_1,1.0,1,1,62,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
579_3_1,1.0,1,1,70,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
579_5_1,1.0,2,1,62,4.0,,0,2,1.0,2.0,2,2.0,2.0
579_6_1,2.0,1,1,75,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
579_10_1,1.0,1,1,74,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
579_11_1,1.0,2,1,85,4.0,,0,2,1.0,2.0,2,1.0,2.0
579_12_1,1.0,1,1,77,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
580_1_1,1.0,2,1,74,4.0,,0,2,1.0,2.0,2,1.0,2.0
580_9_1,1.0,1,1,65,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
581_4_1,1.0,1,1,66,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
581_8_1,1.0,1,1,70,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
586_9_3,6.0,2,4,21,5.0,,0,1,,,1,,
588_1_1,1.0,1,1,55,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
588_4_1,1.0,1,1,34,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
588_5_1,1.0,1,1,39,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
588_6_1,1.0,1,1,72,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
588_9_1,1.0,1,1,45,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
588_10_1,1.0,1,1,50,1.0,1.0,0,2,1.0,1.0,2,1.0,1.0
588_11_1,1.0,1,1,51,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
589_1_1,2.0,1,1,51,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
589_3_1,1.0,1,1,48,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
589_4_1,3.0,1,1,41,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
589_5_1,2.0,1,1,52,1.0,1.0,0,2,1.0,2.0,2,2.0,1.0
589_9_1,1.0,1,1,73,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
589_10_1,1.0,1,1,57,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
591_5_1,1.0,1,1,82,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
591_8_1,1.0,1,1,59,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
591_9_1,1.0,1,1,56,1.0,1.0,0,2,1.0,1.0,2,2.0,2.0
591_11_1,1.0,1,1,54,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
593_4_1,5.0,1,1,42,1.0,1.0,0,2,3.0,1.0,2,3.0,1.0
593_6_1,7.0,1,1,50,1.0,1.0,0,2,3.0,1.0,2,4.0,1.0
593_7_1,7.0,1,1,52,1.0,1.0,0,2,3.0,2.0,2,3.0,1.0
593_8_1,6.0,1,1,49,1.0,1.0,0,2,3.0,2.0,2,3.0,1.0
594_1_1,8.0,1,1,55,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
594_3_1,7.0,1,1,68,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
594_5_2,4.0,2,2,43,1.0,1.0,0,2,2.0,1.0,2,3.0,1.0
594_8_1,4.0,1,1,65,1.0,1.0,0,1,,,2,3.0,2.0
595_1_2,6.0,2,2,40,1.0,1.0,0,2,2.0,1.0,2,10.0,2.0
595_5_2,5.0,2,2,55,1.0,1.0,0,2,10.0,1.0,2,10.0,2.0
595_6_1,4.0,1,1,55,1.0,1.0,0,2,10.0,2.0,2,10.0,2.0
595_8_1,6.0,1,1,45,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
596_2_1,8.0,1,1,43,1.0,1.0,2,2,3.0,1.0,2,3.0,2.0
596_3_1,6.0,1,1,53,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
596_4_1,5.0,1,1,35,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
596_6_1,4.0,1,1,64,1.0,1.0,0,2,10.0,2.0,2,1.0,2.0
597_3_1,4.0,1,1,43,1.0,1.0,0,2,1.0,1.0,2,1.0,2.0
597_5_1,3.0,1,1,51,1.0,1.0,0,2,1.0,2.0,2,6.0,1.0
598_2_1,5.0,1,1,38,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
599_1_1,7.0,1,1,41,1.0,1.0,0,2,3.0,1.0,2,3.0,2.0
599_4_1,8.0,1,1,46,1.0,1.0,0,2,3.0,2.0,2,3.0,2.0
599_5_1,7.0,1,1,52,1.0,1.0,0,2,3.0,2.0,2,3.0,2.0
599_6_1,9.0,1,1,56,1.0,1.0,0,2,3.0,2.0,2,2.0,2.0
599_7_1,7.0,1,1,50,1.0,1.0,0,2,3.0,1.0,2,3.0,2.0
599_8_1,6.0,1,1,36,2.0,2.0,0,1,,,1,,
600_1_1,8.0,1,1,68,1.0,1.0,0,2,2.0,2.0,2,3.0,2.0
600_2_1,8.0,1,1,42,2.0,2.0,0,2,5.0,1.0,2,5.0,1.0
600_3_1,7.0,1,1,60,1.0,1.0,0,2,3.0,2.0,2,4.0,2.0
600_4_1,9.0,1,1,52,1.0,1.0,0,2,3.0,2.0,2,3.0,2.0
600_5_1,6.0,1,1,70,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
600_6_1,8.0,1,1,71,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
600_7_1,8.0,1,1,52,1.0,1.0,0,2,3.0,1.0,2,3.0,2.0
603_1_1,7.0,1,1,52,4.0,,2,2,1.0,2.0,1,,
604_1_1,3.0,1,1,48,1.0,1.0,0,1,,,2,1.0,2.0
604_2_1,4.0,1,1,58,1.0,1.0,0,2,1.0,1.0,2,1.0,2.0
604_3_1,3.0,1,1,67,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
604_5_1,4.0,1,1,67,1.0,2.0,0,2,1.0,2.0,2,1.0,2.0
604_6_1,4.0,1,1,51,1.0,1.0,0,1,,,2,2.0,2.0
604_8_1,3.0,1,1,49,1.0,1.0,0,2,3.0,2.0,2,1.0,2.0
605_3_1,4.0,1,1,46,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
605_4_1,4.0,1,1,77,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
605_5_1,3.0,1,1,48,1.0,1.0,0,2,1.0,1.0,2,2.0,2.0
605_6_1,3.0,1,1,68,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
605_8_1,5.0,2,1,71,4.0,,0,2,1.0,2.0,2,1.0,2.0
605_9_1,3.0,1,1,53,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
605_10_1,4.0,1,1,44,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
606_1_1,3.0,2,1,68,4.0,,0,2,2.0,2.0,2,1.0,2.0
606_2_1,3.0,1,1,52,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
606_3_1,5.0,1,1,53,1.0,1.0,0,1,,,2,1.0,2.0
606_4_1,2.0,1,1,73,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
606_6_1,3.0,1,1,58,1.0,1.0,0,2,2.0,2.0,2,2.0,1.0
607_1_1,4.0,1,1,79,4.0,,0,2,2.0,2.0,2,2.0,2.0
607_2_1,3.0,1,1,44,1.0,1.0,0,2,1.0,1.0,2,1.0,1.0
607_5_1,4.0,1,1,52,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
607_6_1,4.0,1,1,42,1.0,1.0,0,2,1.0,1.0,2,1.0,2.0
607_8_1,3.0,1,1,38,1.0,1.0,0,2,10.0,2.0,2,10.0,1.0
608_1_1,3.0,1,1,48,1.0,1.0,0,2,1.0,1.0,2,1.0,2.0
608_3_1,5.0,1,1,45,1.0,1.0,0,2,1.0,2.0,2,2.0,2.0
608_4_1,3.0,1,1,62,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
608_9_1,2.0,1,1,29,1.0,1.0,0,2,1.0,1.0,2,1.0,1.0
608_10_1,2.0,1,1,62,1.0,1.0,0,2,1.0,2.0,2,2.0,2.0
608_11_1,3.0,1,1,54,1.0,1.0,0,2,1.0,2.0,2,2.0,2.0
613_4_1,3.0,1,1,24,1.0,1.0,0,2,5.0,1.0,2,5.0,1.0
614_9_1,5.0,2,1,44,4.0,,0,2,2.0,1.0,2,2.0,1.0
615_8_2,6.0,1,4,34,1.0,1.0,0,1,,,2,3.0,2.0
616_4_1,5.0,1,1,41,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
617_1_2,6.0,2,2,42,1.0,1.0,0,2,2.0,2.0,2,2.0,1.0
617_2_1,4.0,1,1,79,4.0,,0,2,1.0,2.0,2,1.0,2.0
617_9_1,5.0,1,1,41,1.0,1.0,0,2,3.0,2.0,2,3.0,1.0
618_5_1,3.0,2,1,31,2.0,2.0,0,1,,,2,1.0,2.0
624_1_1,5.0,1,1,35,1.0,1.0,0,2,3.0,1.0,2,3.0,2.0
624_2_2,5.0,2,2,46,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
624_4_2,5.0,2,2,37,1.0,1.0,0,2,3.0,1.0,2,3.0,1.0
624_5_2,4.0,2,2,63,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
624_6_1,5.0,1,1,57,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
624_7_1,5.0,1,1,44,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
624_8_1,6.0,1,1,50,1.0,1.0,0,1,,,2,2.0,2.0
625_8_1,1.0,1,1,23,1.0,1.0,0,2,1.0,1.0,2,1.0,1.0
626_1_2,5.0,2,2,36,1.0,1.0,0,2,2.0,1.0,2,2.0,1.0
626_3_2,4.0,2,2,40,1.0,1.0,0,2,3.0,1.0,2,3.0,2.0
626_4_2,3.0,2,2,77,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
626_5_2,6.0,2,2,31,1.0,1.0,0,2,1.0,1.0,2,1.0,1.0
626_7_4,4.0,2,9,32,1.0,1.0,0,2,5.0,1.0,2,5.0,1.0
626_11_2,2.0,2,2,36,1.0,1.0,0,2,1.0,1.0,2,1.0,1.0
627_1_1,1.0,1,1,32,1.0,1.0,0,2,1.0,1.0,2,1.0,1.0
627_2_1,6.0,1,1,45,1.0,1.0,0,2,1.0,1.0,2,1.0,2.0
627_3_5,3.0,2,7,71,4.0,,0,2,1.0,2.0,2,1.0,2.0
627_4_2,3.0,2,2,57,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
627_5_1,1.0,1,1,56,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
627_10_1,1.0,1,1,61,1.0,1.0,0,2,1.0,1.0,2,1.0,2.0
627_12_1,2.0,1,1,70,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
628_5_1,6.0,2,1,63,4.0,,0,2,1.0,2.0,2,1.0,2.0
628_6_1,1.0,1,1,32,1.0,1.0,0,2,2.0,1.0,2,1.0,1.0
628_9_1,6.0,1,1,60,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
628_10_3,7.0,2,7,49,4.0,,0,2,3.0,1.0,2,3.0,2.0
629_4_2,5.0,2,2,35,1.0,1.0,0,2,1.0,1.0,2,1.0,2.0
629_5_2,4.0,2,2,58,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
629_6_1,3.0,1,1,63,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
629_7_1,3.0,1,1,65,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
629_9_1,3.0,1,1,58,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
630_10_2,3.0,2,2,47,1.0,1.0,0,2,3.0,1.0,2,4.0,2.0
632_2_2,5.0,2,2,55,1.0,1.0,0,2,3.0,2.0,2,2.0,2.0
632_6_2,2.0,2,2,52,1.0,1.0,0,2,10.0,2.0,2,10.0,2.0
632_7_1,4.0,1,1,51,1.0,1.0,0,2,3.0,2.0,2,2.0,2.0
632_11_1,3.0,1,1,32,1.0,1.0,0,2,3.0,1.0,2,1.0,1.0
633_7_1,3.0,1,1,71,1.0,2.0,0,2,2.0,2.0,2,2.0,2.0
634_3_1,4.0,2,1,68,4.0,,0,2,2.0,2.0,2,3.0,2.0
634_5_2,3.0,2,2,48,1.0,1.0,0,2,3.0,1.0,2,3.0,2.0
634_6_4,5.0,1,4,21,5.0,,0,1,,,1,,
634_9_1,4.0,1,1,70,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
634_10_2,4.0,2,2,41,1.0,1.0,0,2,3.0,1.0,2,4.0,2.0
635_1_2,3.0,2,2,58,1.0,1.0,0,2,3.0,2.0,2,3.0,2.0
635_6_2,5.0,2,2,46,1.0,1.0,0,2,3.0,2.0,2,2.0,2.0
635_9_1,5.0,1,1,64,1.0,1.0,0,2,3.0,2.0,2,2.0,2.0
635_10_1,2.0,1,1,58,1.0,1.0,0,2,3.0,2.0,2,3.0,2.0
645_2_1,7.0,2,1,20,5.0,,8,2,3.0,1.0,2,3.0,1.0
645_5_3,7.0,2,4,20,5.0,,0,1,,,1,,
646_6_3,3.0,2,4,20,5.0,,0,1,,,1,,
647_7_1,4.0,1,1,19,5.0,,0,1,,,2,3.0,2.0
651_2_1,4.0,1,1,45,1.0,1.0,0,1,,,2,2.0,2.0
651_3_1,3.0,1,1,48,1.0,1.0,0,1,,,2,1.0,2.0
651_4_1,1.0,1,1,45,1.0,1.0,0,2,1.0,1.0,2,1.0,2.0
651_7_1,2.0,1,1,57,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
651_8_1,3.0,1,1,64,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
651_9_1,2.0,1,1,62,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
652_6_1,1.0,1,1,45,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
652_7_1,1.0,1,1,43,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
653_4_1,2.0,1,1,56,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
654_1_1,2.0,1,1,44,1.0,1.0,0,2,1.0,2.0,2,1.0,1.0
654_2_1,5.0,1,1,33,1.0,1.0,0,2,1.0,1.0,2,1.0,1.0
654_5_1,3.0,1,1,53,1.0,1.0,0,2,1.0,1.0,2,1.0,2.0
654_6_1,3.0,1,1,56,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
654_8_1,2.0,1,1,51,1.0,1.0,0,2,1.0,2.0,2,1.0,1.0
654_9_1,3.0,1,1,66,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
655_1_1,3.0,1,1,54,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
656_1_1,1.0,1,1,44,5.0,,0,2,2.0,2.0,2,2.0,2.0
656_3_1,3.0,1,1,48,1.0,1.0,0,2,1.0,1.0,2,1.0,2.0
656_4_1,4.0,1,1,76,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
656_5_1,3.0,1,1,67,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
656_6_1,1.0,2,1,66,1.0,2.0,0,2,1.0,2.0,2,1.0,2.0
656_7_1,1.0,1,1,56,2.0,2.0,0,2,1.0,2.0,2,1.0,2.0
656_8_1,5.0,1,1,60,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
657_1_1,3.0,1,1,64,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
657_4_1,3.0,1,1,57,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
657_5_1,3.0,1,1,75,1.0,1.0,0,2,1.0,2.0,2,2.0,2.0
657_6_1,1.0,1,1,46,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
657_7_1,4.0,1,1,49,1.0,1.0,0,1,,,2,1.0,2.0
661_3_1,2.0,1,1,59,1.0,1.0,0,2,2.0,1.0,2,1.0,1.0
661_4_1,2.0,1,1,48,1.0,1.0,0,2,1.0,1.0,2,2.0,2.0
661_5_1,2.0,1,1,66,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
661_6_1,1.0,1,1,45,1.0,1.0,0,1,,,2,1.0,2.0
661_7_1,2.0,1,1,74,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
661_9_1,4.0,1,1,51,1.0,1.0,0,2,2.0,1.0,2,2.0,2.0
662_2_1,2.0,2,1,85,4.0,,0,2,1.0,2.0,2,1.0,2.0
662_3_1,2.0,1,1,55,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
662_4_1,3.0,1,1,50,1.0,1.0,0,2,5.0,1.0,2,1.0,1.0
662_6_1,3.0,2,1,59,1.0,2.0,3,2,1.0,2.0,2,2.0,2.0
662_7_1,2.0,2,1,69,4.0,,0,2,1.0,2.0,2,1.0,2.0
662_9_1,3.0,1,1,62,1.0,1.0,0,2,3.0,2.0,2,1.0,2.0
663_7_1,1.0,1,1,43,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
663_10_1,1.0,1,1,77,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
664_2_1,2.0,1,1,52,1.0,1.0,0,2,1.0,1.0,2,1.0,2.0
664_10_1,3.0,1,1,46,1.0,1.0,0,2,1.0,1.0,2,1.0,2.0
664_11_1,3.0,1,1,74,1.0,1.0,0,2,1.0,2.0,2,1.0,2.0
666_4_1,1.0,1,1,57,1.0,1.0,0,2,1.0,2.0,2,2.0,2.0
667_4_1,2.0,1,1,52,1.0,1.0,0,2,2.0,2.0,2,2.0,2.0
667_5_1,1.0,1,1,34,1.0,1.0,0,2,2.0,2.0,2,2.0,1.0
670_5_3,3.0,2,4,20,5.0,,0,1,,,1,,
