psu,hh,idcode,Self_id,gender,family_role_group,age,age_group,marital_status,family_size_group,kids_group,structure_group,time_away,away_group,live_with_mother,mother_education,mother_education_group,mother_alive,mother_death_age,mother_current_age,live_with_father,father_education,father_education_group,father_alive,father_death_age,father_current_age,read,write,read_write,education,education_group,preschool,preschool_group,enrollment_grouping,last_schoolyear_age,under_19,subjective_poverty_1,subjective_poverty_2,subjective_poverty_3,subjective_poverty_4,subjective_poverty_5,subjective_poverty_6,subjective_poverty_7,subjective_poverty_8,subjective_poverty_9,subjective_poverty_10,Self_Rank
161,6,2,161_6_2,2,2,54,6,1,4,1,1,0,1,2,3,2,1,0,80,2,3,2,2,73,0,1,1,1,3,2,0,1,1,18,2,0,1,0,0,0,0,0,0,0,0,2
467,2,1,467_2_1,1,1,68,7,1,2,1,1,0,1,2,2,2,2,26,0,2,1,1,2,67,0,1,1,1,3,2,0,1,2,18,2,0,0,0,1,0,0,0,0,0,0,4
46,2,1,46_2_1,1,1,58,6,1,4,1,1,0,1,2,2,2,2,76,0,2,2,2,2,59,0,1,1,1,2,1,0,1,2,14,2,0,0,0,1,0,0,0,0,0,0,4
671,6,1,671_6_1,1,1,41,5,1,3,2,3,0,1,2,5,3,1,0,70,2,3,2,1,0,72,1,1,1,2,1,0,1,2,15,2,0,1,0,0,0,0,0,0,0,0,2
752,6,1,752_6_1,2,1,77,8,5,1,1,5,0,1,2,2,2,2,79,0,2,2,2,2,69,0,1,1,1,5,3,0,1,1,17,2,0,0,0,0,0,0,1,0,0,0,7
308,8,1,308_8_1,1,1,56,6,1,7,4,3,0,1,2,1,1,2,64,0,2,2,2,2,60,0,1,1,1,2,1,0,1,1,14,2,0,1,0,0,0,0,0,0,0,0,2
3,9,1,3_9_1,1,1,70,7,1,2,1,1,0,1,2,2,2,2,50,0,2,2,2,2,73,0,1,1,1,5,3,0,1,2,18,2,0,0,1,0,0,0,0,0,0,0,3
259,5,1,259_5_1,2,1,73,7,5,5,2,4,0,1,2,2,2,2,65,0,2,2,2,2,70,0,1,1,1,2,1,0,1,2,14,2,0,0,0,1,0,0,0,0,0,0,4
207,6,1,207_6_1,1,1,65,7,1,2,1,1,0,1,2,1,1,2,72,0,2,1,1,2,65,0,2,2,2,0,1,0,1,1,9,2,0,0,0,0,1,0,0,0,0,0,5
88,7,1,88_7_1,2,1,49,5,5,3,2,4,0,1,2,2,2,2,71,0,2,2,2,1,0,80,1,1,1,2,1,1,2,1,17,2,0,0,1,0,0,0,0,0,0,0,3
602,10,1,602_10_1,1,1,54,6,1,3,1,3,0,1,1,2,2,1,0,89,2,1,1,2,77,0,1,1,1,2,1,0,1,1,14,2,0,0,0,0,1,0,0,0,0,0,5
344,1,1,344_1_1,1,1,59,6,1,6,1,1,0,1,2,1,1,2,73,0,2,1,1,2,85,0,1,1,1,2,1,1,2,1,14,2,0,0,0,1,0,0,0,0,0,0,4
173,1,2,173_1_2,2,2,42,5,1,4,2,3,0,1,2,1,1,1,0,75,2,3,2,1,0,84,1,1,1,3,2,2,2,2,18,2,0,0,0,0,0,1,0,0,0,0,6
677,7,1,677_7_1,2,1,46,5,5,3,2,3,0,1,2,2,2,2,70,0,2,3,2,2,45,0,1,1,1,2,1,2,2,1,14,2,0,0,0,0,1,0,0,0,0,0,5
309,9,1,309_9_1,1,1,72,7,1,2,1,3,0,1,2,1,1,2,73,0,2,1,1,2,80,0,1,1,1,1,1,0,1,1,11,2,0,0,0,0,0,1,0,0,0,0,6
470,4,1,470_4_1,1,1,49,5,1,5,2,3,0,1,1,1,1,1,0,73,2,3,2,2,64,0,1,1,1,3,2,1,2,1,18,2,0,0,1,0,0,0,0,0,0,0,3
291,7,1,291_7_1,2,1,51,6,2,4,2,3,0,1,2,1,1,1,0,85,2,1,1,2,80,0,1,1,1,6,3,3,2,1,18,2,0,0,0,0,1,0,0,0,0,0,5
58,6,1,58_6_1,1,1,60,6,1,4,2,3,0,1,2,2,2,1,0,85,2,2,2,2,67,0,1,1,1,3,2,2,2,2,18,2,0,0,1,0,0,0,0,0,0,0,3
524,1,1,524_1_1,1,1,67,7,1,3,1,1,0,1,2,1,1,2,60,0,2,1,1,2,62,0,1,1,1,2,1,0,1,1,14,2,0,0,0,0,1,0,0,0,0,0,5
511,4,1,511_4_1,1,1,55,6,1,4,2,3,0,1,2,3,2,2,69,0,2,3,2,2,70,0,1,1,1,3,2,0,1,1,18,2,0,0,0,0,0,1,0,0,0,0,6
460,11,1,460_11_1,1,1,52,6,1,3,2,3,0,1,2,3,2,1,0,70,2,2,2,2,66,0,1,1,1,3,2,0,1,1,18,2,0,0,0,0,0,1,0,0,0,0,6
36,3,1,36_3_1,1,1,49,5,1,6,4,4,0,1,2,2,2,2,76,0,2,2,2,2,83,0,1,1,1,3,2,0,1,1,18,2,0,0,0,1,0,0,0,0,0,0,4
443,3,1,443_3_1,1,1,80,8,1,2,1,5,0,1,2,1,1,2,76,0,2,1,1,2,87,0,1,1,1,2,1,0,1,2,14,2,0,0,0,1,0,0,0,0,0,0,4
584,3,2,584_3_2,2,2,39,4,1,6,4,4,0,1,2,2,2,2,40,0,2,2,2,2,73,0,1,1,1,2,1,0,1,1,14,2,1,0,0,0,0,0,0,0,0,0,1
323,9,1,323_9_1,1,1,32,3,1,2,1,1,0,1,2,3,2,1,0,54,2,3,2,1,0,59,1,1,1,3,2,0,1,1,18,2,0,0,0,0,0,0,0,0,1,0,9
172,1,2,172_1_2,2,2,39,4,1,4,2,3,0,1,2,3,2,1,0,65,2,3,2,1,0,70,1,1,1,2,1,2,2,2,14,2,0,0,0,0,1,0,0,0,0,0,5
557,8,1,557_8_1,1,1,54,6,2,2,1,3,0,1,1,2,2,1,0,90,2,1,1,2,71,0,1,1,1,2,1,0,1,1,14,2,0,0,0,1,0,0,0,0,0,0,4
75,6,1,75_6_1,1,1,28,2,4,3,1,1,0,1,1,3,2,1,0,57,2,2,2,2,50,0,1,1,1,3,2,0,1,2,19,2,0,0,1,0,0,0,0,0,0,0,3
795,1,1,795_1_1,1,1,59,6,1,4,2,2,0,1,2,1,1,2,86,0,2,1,1,2,85,0,1,1,1,2,1,2,2,2,14,2,0,0,0,0,0,1,0,0,0,0,6
828,8,2,828_8_2,2,2,40,4,3,2,1,3,0,1,2,3,2,2,67,0,1,2,2,1,0,79,1,1,1,2,1,0,1,2,14,2,0,0,0,0,1,0,0,0,0,0,5
818,7,2,818_7_2,2,2,36,4,1,6,3,4,0,1,2,3,2,1,0,59,2,3,2,1,0,63,1,1,1,2,1,1,2,1,14,2,0,0,0,0,1,0,0,0,0,0,5
541,8,1,541_8_1,1,1,48,5,1,4,2,2,0,1,2,3,2,2,69,0,2,3,2,2,72,0,1,1,1,3,2,3,2,1,18,2,0,0,1,0,0,0,0,0,0,0,3
434,8,1,434_8_1,1,1,40,4,1,6,4,4,0,1,2,1,1,2,70,0,2,1,1,2,67,0,1,1,1,2,1,0,1,2,14,2,0,0,1,0,0,0,0,0,0,0,3
606,6,1,606_6_1,1,1,58,6,1,2,1,1,0,1,2,2,2,2,74,0,2,2,2,1,0,83,1,1,1,3,2,1,2,2,18,2,0,0,1,0,0,0,0,0,0,0,3
374,8,2,374_8_2,2,2,48,5,1,5,1,1,0,1,2,2,2,1,0,67,2,1,1,2,62,0,1,1,1,2,1,0,1,2,18,2,0,0,0,1,0,0,0,0,0,0,4
741,3,1,741_3_1,1,1,78,8,1,3,1,4,0,1,2,1,1,2,56,0,2,1,1,2,71,0,2,1,2,3,2,0,1,2,18,2,0,0,1,0,0,0,0,0,0,0,3
319,2,1,319_2_1,2,1,63,7,3,1,1,1,0,1,2,1,1,2,73,0,2,2,2,2,82,0,2,1,2,6,3,2,2,2,18,2,0,0,0,1,0,0,0,0,0,0,4
618,12,1,618_12_1,1,1,49,5,3,6,3,3,0,1,2,1,1,1,0,69,2,1,1,2,74,0,1,1,1,2,1,0,1,1,14,2,0,0,1,0,0,0,0,0,0,0,3
610,1,1,610_1_1,1,1,42,5,1,5,3,4,0,1,2,1,1,1,0,65,2,1,1,1,0,73,1,1,1,1,1,1,2,1,10,2,0,0,1,0,0,0,0,0,0,0,3
509,4,1,509_4_1,1,1,48,5,1,5,3,4,0,1,2,1,1,2,81,0,2,1,1,2,78,0,1,1,1,2,1,0,1,2,19,2,0,0,0,0,0,0,1,0,0,0,7
806,5,1,806_5_1,1,1,60,6,1,4,2,2,0,1,2,3,2,2,76,0,2,9,4,2,86,0,1,1,1,6,3,0,1,1,19,2,0,0,1,0,0,0,0,0,0,0,3
86,6,1,86_6_1,1,1,46,5,1,4,2,3,0,1,2,2,2,2,80,0,2,2,2,2,83,0,1,1,1,2,1,0,1,2,14,2,0,0,0,0,1,0,0,0,0,0,5
529,10,1,529_10_1,1,1,58,6,1,6,3,3,0,1,2,1,1,1,0,79,2,1,1,2,87,0,1,1,1,3,2,0,1,1,18,2,0,0,0,0,0,1,0,0,0,0,6
406,6,1,406_6_1,1,1,61,7,1,3,1,1,0,1,2,1,1,2,57,0,2,2,2,2,64,0,1,1,1,2,1,1,2,1,14,2,0,0,0,0,0,1,0,0,0,0,6
511,5,1,511_5_1,1,1,52,6,1,5,2,3,0,1,2,3,2,2,80,0,2,2,2,2,78,0,1,1,1,3,2,0,1,1,18,2,0,0,0,0,0,1,0,0,0,0,6
355,7,1,355_7_1,1,1,74,7,1,2,1,3,0,1,2,1,1,2,72,0,2,1,1,2,70,0,1,2,2,6,3,1,2,1,18,2,0,0,0,0,0,1,0,0,0,0,6
463,3,1,463_3_1,1,1,53,6,1,4,2,3,4,3,2,2,2,2,84,0,2,2,2,2,76,0,1,1,1,2,1,0,1,1,14,2,0,0,0,0,0,1,0,0,0,0,6
506,2,1,506_2_1,1,1,58,6,1,4,1,1,0,1,2,1,1,2,71,0,2,1,1,2,77,0,1,1,1,3,2,0,1,1,18,2,0,0,0,0,0,1,0,0,0,0,6
279,8,1,279_8_1,1,1,29,2,1,2,1,1,0,1,2,3,2,1,0,58,2,3,2,1,0,63,1,1,1,2,1,1,2,2,14,2,0,0,0,0,0,0,0,1,0,0,8
608,3,1,608_3_1,1,1,45,5,1,6,4,4,0,1,2,1,1,2,78,0,2,2,2,2,73,0,1,1,1,2,1,0,1,2,14,2,0,0,0,0,1,0,0,0,0,0,5
291,2,2,291_2_2,2,2,56,6,1,2,1,1,0,1,2,1,1,1,0,74,2,1,1,2,74,0,1,1,1,2,1,0,1,1,14,2,0,1,0,0,0,0,0,0,0,0,2
66,2,1,66_2_1,1,1,47,5,1,4,2,3,0,1,2,2,2,1,0,79,2,2,2,1,0,80,1,1,1,3,2,3,2,1,18,2,0,0,0,0,0,0,1,0,0,0,7
66,3,1,66_3_1,1,1,40,4,1,3,2,3,0,1,2,3,2,1,0,59,2,5,3,1,0,65,1,1,1,9,4,3,2,1,22,2,0,0,0,0,0,1,0,0,0,0,6
650,9,1,650_9_1,1,1,56,6,1,3,2,3,0,1,2,1,1,2,72,0,2,1,1,2,90,0,1,1,1,2,1,0,1,1,14,2,0,0,0,1,0,0,0,0,0,0,4
786,4,3,786_4_3,2,2,43,5,1,6,4,4,0,1,2,3,2,1,0,80,2,3,2,2,79,0,1,1,1,3,2,0,1,2,18,2,0,0,0,1,0,0,0,0,0,0,4
628,5,1,628_5_1,2,1,63,7,5,2,1,1,0,1,2,1,1,2,80,0,2,1,1,2,70,0,1,1,1,2,1,0,1,2,13,2,0,0,0,0,0,1,0,0,0,0,6
98,6,1,98_6_1,1,1,69,7,1,5,2,3,0,1,2,2,2,2,80,0,2,2,2,2,58,0,1,1,1,5,3,0,1,1,16,2,0,0,0,1,0,0,0,0,0,0,4
651,8,1,651_8_1,1,1,64,7,1,3,1,1,0,1,2,1,1,2,67,0,2,1,1,2,78,0,1,1,1,9,4,2,2,2,22,2,0,0,1,0,0,0,0,0,0,0,3
812,4,1,812_4_1,1,1,56,6,1,2,1,1,0,1,2,2,2,1,0,83,2,1,1,2,73,0,1,1,1,3,2,0,1,2,18,2,0,0,0,1,0,0,0,0,0,0,4
82,5,1,82_5_1,1,1,49,5,1,4,2,3,0,1,2,3,2,2,71,0,2,3,2,2,75,0,1,1,1,2,1,1,2,1,14,2,0,0,0,1,0,0,0,0,0,0,4
621,1,1,621_1_1,1,1,45,5,1,4,2,3,0,1,2,3,2,1,0,69,2,3,2,2,58,0,1,1,1,2,1,0,1,1,14,2,0,0,0,0,1,0,0,0,0,0,5
275,6,1,275_6_1,1,1,73,7,1,5,1,2,0,1,2,1,1,2,74,0,2,1,1,2,68,0,2,2,2,1,1,0,1,1,10,2,0,0,0,0,0,0,1,0,0,0,7
47,2,1,47_2_1,1,1,47,5,1,5,3,4,0,1,2,2,2,2,67,0,2,3,2,2,72,0,1,1,1,9,4,1,2,1,22,2,0,0,0,1,0,0,0,0,0,0,4
527,10,1,527_10_1,1,1,67,7,1,6,2,2,0,1,2,1,1,2,74,0,2,1,1,2,35,0,1,1,1,2,1,0,1,1,14,2,0,0,0,1,0,0,0,0,0,0,4
48,2,1,48_2_1,1,1,44,5,1,5,3,4,0,1,2,2,2,1,0,72,2,3,2,1,0,73,1,1,1,3,2,0,1,2,18,2,0,0,0,1,0,0,0,0,0,0,4
278,2,1,278_2_1,1,1,62,7,1,4,2,2,0,1,2,1,1,1,0,74,2,1,1,1,0,79,2,2,2,1,1,0,1,1,10,2,0,0,0,1,0,0,0,0,0,0,4
202,7,1,202_7_1,1,1,55,6,1,4,1,1,0,1,2,2,2,2,74,0,2,2,2,2,84,0,1,1,1,2,1,1,2,1,14,2,0,0,0,0,0,0,1,0,0,0,7
747,12,1,747_12_1,2,1,60,6,5,3,2,3,0,1,2,1,1,2,75,0,2,1,1,2,40,0,1,1,1,2,1,0,1,1,13,2,0,1,0,0,0,0,0,0,0,0,2
455,3,1,455_3_1,1,1,47,5,1,5,2,3,0,1,2,1,1,1,0,70,2,2,2,2,60,0,1,1,1,2,1,0,1,1,14,2,0,0,0,0,0,1,0,0,0,0,6
121,4,5,121_4_5,1,4,86,8,1,6,2,4,0,1,2,2,2,2,42,0,2,2,2,2,55,0,2,2,2,1,1,0,1,1,10,2,0,0,0,1,0,0,0,0,0,0,4
750,3,1,750_3_1,2,1,59,6,3,2,1,1,0,1,2,2,2,1,0,95,2,2,2,2,68,0,1,1,1,6,3,1,2,1,18,2,0,0,0,0,1,0,0,0,0,0,5
782,5,2,782_5_2,2,2,39,4,1,6,4,4,0,1,2,1,1,1,0,60,2,1,1,1,0,66,1,1,1,3,2,0,1,1,18,2,0,0,1,0,0,0,0,0,0,0,3
634,9,1,634_9_1,1,1,70,7,1,4,1,1,0,1,2,2,2,2,67,0,2,2,2,2,78,0,1,1,1,3,2,0,1,2,18,2,0,0,0,1,0,0,0,0,0,0,4
45,10,1,45_10_1,1,1,46,5,1,4,2,3,0,1,2,2,2,1,0,66,2,2,2,1,0,70,1,1,1,3,2,0,1,2,18,2,0,0,0,1,0,0,0,0,0,0,4
481,1,2,481_1_2,2,2,68,7,1,2,1,3,0,1,2,1,1,2,60,0,2,2,2,2,60,0,1,1,1,3,2,0,1,1,18,2,0,0,0,0,0,0,0,1,0,0,8
555,8,2,555_8_2,2,2,43,5,1,4,2,3,0,1,2,2,2,1,0,65,2,1,1,2,68,0,2,2,2,2,1,0,1,1,14,2,0,0,1,0,0,0,0,0,0,0,3
156,8,1,156_8_1,1,1,50,5,1,2,1,1,0,1,2,3,2,1,0,75,2,3,2,2,69,0,1,1,1,2,1,0,1,1,14,2,0,0,0,0,1,0,0,0,0,0,5
579,12,1,579_12_1,1,1,77,8,1,2,1,3,0,1,2,1,1,2,84,0,2,1,1,2,80,0,1,1,1,1,1,0,1,2,10,2,1,0,0,0,0,0,0,0,0,0,1
462,8,7,462_8_7,1,4,74,7,1,6,4,4,0,1,2,1,1,2,76,0,2,1,1,2,80,0,1,1,1,2,1,1,2,1,14,2,0,0,0,1,0,0,0,0,0,0,4
704,1,2,704_1_2,2,2,62,7,1,2,1,1,0,1,2,3,2,2,76,0,2,3,2,2,59,0,1,1,1,3,2,0,1,1,18,2,0,0,0,0,1,0,0,0,0,0,5
322,1,1,322_1_1,2,1,64,7,5,3,1,1,0,1,2,2,2,2,59,0,2,2,2,2,80,0,2,2,2,1,1,1,2,1,11,2,0,0,1,0,0,0,0,0,0,0,3
429,1,1,429_1_1,1,1,70,7,1,2,1,1,0,1,2,1,1,2,53,0,2,1,1,2,84,0,1,1,1,2,1,0,1,2,14,2,0,0,0,0,0,1,0,0,0,0,6
255,11,1,255_11_1,1,1,58,6,1,3,1,1,0,1,2,3,2,2,85,0,2,1,1,2,90,0,1,1,1,9,4,0,1,1,22,2,0,0,0,0,1,0,0,0,0,0,5
97,5,1,97_5_1,1,1,41,5,1,4,2,3,0,1,2,1,1,1,0,66,2,1,1,2,72,0,1,1,1,2,1,1,2,1,14,2,0,1,0,0,0,0,0,0,0,0,2
766,3,1,766_3_1,1,1,30,2,1,3,2,3,0,1,2,5,3,2,63,0,2,3,2,2,50,0,1,1,1,5,3,0,1,1,17,2,1,0,0,0,0,0,0,0,0,0,1
446,5,1,446_5_1,1,1,54,6,1,4,2,2,0,1,2,2,2,1,0,80,2,2,2,2,67,0,1,1,1,2,1,0,1,2,14,2,0,0,0,0,0,0,1,0,0,0,7
789,5,2,789_5_2,2,2,49,5,1,3,1,3,0,1,2,2,2,1,0,72,2,2,2,1,0,77,1,1,1,2,1,0,1,2,14,2,0,0,0,1,0,0,0,0,0,0,4
761,12,2,761_12_2,2,2,35,3,1,4,2,3,0,1,2,5,3,1,0,70,2,5,3,1,0,75,1,1,1,3,2,0,1,1,18,2,0,0,0,0,1,0,0,0,0,0,5
210,3,1,210_3_1,1,1,40,4,1,3,2,3,1,2,2,5,3,1,0,65,2,5,3,1,0,71,1,1,1,9,4,0,1,2,25,2,0,0,0,0,0,0,0,1,0,0,8
46,8,1,46_8_1,1,1,54,6,1,4,2,3,0,1,2,3,2,2,68,0,2,3,2,2,75,0,1,1,1,3,2,0,1,1,18,2,0,0,0,1,0,0,0,0,0,0,4
545,7,1,545_7_1,1,1,37,4,1,4,2,3,0,1,2,5,3,1,0,59,2,5,3,1,0,63,1,1,1,3,2,3,2,2,18,2,0,0,0,1,0,0,0,0,0,0,4
585,12,1,585_12_1,1,1,48,5,3,2,1,1,0,1,2,2,2,2,75,0,2,2,2,1,0,87,1,1,1,2,1,0,1,1,14,2,0,0,0,0,0,1,0,0,0,0,6
19,4,1,19_4_1,1,1,61,7,1,7,3,3,0,1,2,1,1,2,85,0,2,2,2,2,92,0,2,1,2,3,2,1,2,1,18,2,0,0,0,0,1,0,0,0,0,0,5
817,7,1,817_7_1,1,1,59,6,1,2,1,1,0,1,2,1,1,2,73,0,2,1,1,2,75,0,1,1,1,3,2,0,1,1,18,2,0,0,0,0,0,0,1,0,0,0,7
387,2,1,387_2_1,1,1,35,3,1,5,3,4,0,1,2,2,2,1,0,55,2,3,2,1,0,66,1,1,1,3,2,0,1,1,18,2,0,1,0,0,0,0,0,0,0,0,2
657,5,1,657_5_1,1,1,75,7,1,2,1,3,0,1,2,1,1,2,83,0,2,2,2,2,80,0,1,1,1,2,1,1,2,2,14,2,0,0,1,0,0,0,0,0,0,0,3
51,8,1,51_8_1,1,1,64,7,1,5,2,2,0,1,2,2,2,2,70,0,2,2,2,2,72,0,1,1,1,2,1,0,1,1,14,2,0,0,0,0,0,1,0,0,0,0,6
769,10,2,769_10_2,2,2,53,6,1,2,1,1,0,1,2,2,2,2,56,0,2,2,2,2,74,0,2,2,2,2,1,0,1,1,14,2,1,0,0,0,0,0,0,0,0,0,1
433,2,1,433_2_1,1,1,58,6,1,4,1,1,0,1,2,2,2,1,0,88,2,2,2,2,67,0,1,1,1,3,2,0,1,2,18,2,0,0,0,1,0,0,0,0,0,0,4
523,8,1,523_8_1,1,1,76,8,1,7,3,5,0,1,2,1,1,2,72,0,2,1,1,2,83,0,2,2,2,1,1,0,1,1,10,2,0,0,0,0,0,1,0,0,0,0,6
448,2,1,448_2_1,2,1,62,7,6,1,1,1,0,1,2,1,1,2,72,0,2,1,1,2,73,0,1,1,1,2,1,0,1,2,14,2,0,0,0,0,0,1,0,0,0,0,6
410,1,1,410_1_1,1,1,50,5,1,4,2,2,0,1,2,1,1,2,82,0,2,1,1,2,75,0,1,1,1,3,2,1,2,2,18,2,0,0,0,0,0,0,1,0,0,0,7
129,10,1,129_10_1,1,1,31,3,1,3,2,3,0,1,2,2,2,1,0,70,2,10,4,1,0,75,1,1,1,2,1,0,1,1,14,2,0,0,0,0,1,0,0,0,0,0,5
834,6,1,834_6_1,1,1,69,7,1,6,2,3,0,1,2,1,1,2,65,0,2,1,1,2,74,0,2,2,2,2,1,1,2,2,13,2,0,0,0,0,1,0,0,0,0,0,5
107,9,1,107_9_1,1,1,44,5,1,4,2,3,0,1,2,1,1,1,0,65,2,1,1,2,70,0,1,1,1,3,2,0,1,1,18,2,0,0,0,0,1,0,0,0,0,0,5
491,8,1,491_8_1,1,1,58,6,1,2,1,1,0,1,2,2,2,2,72,0,2,1,1,2,81,0,1,1,1,2,1,0,1,2,14,2,0,0,0,0,0,0,1,0,0,0,7
10,7,2,10_7_2,2,2,45,5,1,3,1,1,0,1,2,1,1,2,70,0,2,3,2,1,0,74,2,3,2,1,1,1,2,1,10,2,0,0,1,0,0,0,0,0,0,0,3
282,1,1,282_1_1,1,1,36,4,1,3,2,3,0,1,2,2,2,1,0,62,2,2,2,1,0,65,1,1,1,2,1,0,1,2,14,2,0,0,0,0,0,1,0,0,0,0,6
616,7,1,616_7_1,1,1,40,4,1,5,3,4,0,1,2,3,2,1,0,68,2,3,2,1,0,69,1,1,1,2,1,0,1,2,14,2,0,0,0,0,1,0,0,0,0,0,5
761,6,2,761_6_2,2,2,64,7,1,2,1,1,0,1,2,1,1,2,78,0,2,1,1,2,80,0,1,1,1,2,1,0,1,1,14,2,0,0,0,1,0,0,0,0,0,0,4
766,7,1,766_7_1,2,1,48,5,5,2,1,1,0,1,2,3,2,2,35,0,2,5,3,2,70,0,1,1,1,5,3,0,1,1,17,2,0,0,1,0,0,0,0,0,0,0,3
571,5,2,571_5_2,2,2,34,3,1,5,3,4,0,1,2,2,2,1,0,56,2,2,2,1,0,59,1,1,1,9,4,0,1,1,22,2,0,0,0,0,0,0,1,0,0,0,7
99,5,1,99_5_1,2,1,59,6,5,1,1,1,0,1,2,1,1,1,0,80,2,1,1,2,78,0,2,2,2,2,1,1,2,1,14,2,0,0,0,1,0,0,0,0,0,0,4
286,1,2,286_1_2,2,2,44,5,1,4,2,2,0,1,2,3,2,2,70,0,2,3,2,2,74,0,1,1,1,2,1,0,1,1,14,2,0,0,0,1,0,0,0,0,0,0,4
513,1,1,513_1_1,1,1,49,5,1,4,2,2,0,1,2,2,2,1,0,70,2,2,2,2,68,0,1,1,1,3,2,0,1,1,18,2,0,0,0,0,0,0,1,0,0,0,7
488,4,1,488_4_1,1,1,45,5,1,4,2,3,0,1,2,2,2,2,65,0,2,2,2,2,82,0,1,1,1,2,1,0,1,1,14,2,0,0,1,0,0,0,0,0,0,0,3
541,4,1,541_4_1,1,1,54,6,1,3,2,3,0,1,2,1,1,2,60,0,2,2,2,2,67,0,1,1,1,9,4,1,2,1,24,2,0,0,0,0,1,0,0,0,0,0,5
692,6,1,692_6_1,1,1,88,8,1,2,1,5,0,1,2,1,1,2,60,0,2,1,1,2,85,0,2,2,2,1,1,0,1,1,10,2,0,0,0,1,0,0,0,0,0,0,4
455,2,1,455_2_1,1,1,44,5,1,5,3,4,0,1,2,2,2,2,73,0,2,1,1,2,65,0,1,1,1,9,4,0,1,1,22,2,0,0,0,0,1,0,0,0,0,0,5
753,11,1,753_11_1,2,1,52,6,3,2,1,1,0,1,2,5,3,2,83,0,2,5,3,2,80,0,1,1,1,3,2,2,2,1,18,2,0,0,0,1,0,0,0,0,0,0,4
54,1,1,54_1_1,1,1,73,7,1,2,1,3,0,1,2,1,1,2,78,0,2,1,1,2,56,0,1,1,1,2,1,0,1,1,13,2,0,0,0,0,1,0,0,0,0,0,5
50,1,2,50_1_2,2,1,53,6,1,3,2,3,0,1,2,2,2,2,67,0,2,2,2,2,70,0,1,1,1,3,2,0,1,1,18,2,0,1,0,0,0,0,0,0,0,0,2
621,8,1,621_8_1,1,1,36,4,1,4,2,3,0,1,2,1,1,2,52,0,2,1,1,2,40,0,1,1,1,2,1,0,1,1,14,2,0,0,0,1,0,0,0,0,0,0,4
787,4,1,787_4_1,1,1,35,3,1,6,4,4,0,1,2,2,2,2,80,0,2,3,2,2,78,0,1,1,1,5,3,0,1,2,19,2,0,0,1,0,0,0,0,0,0,0,3
526,2,1,526_2_1,1,1,54,6,1,5,2,2,0,1,2,3,2,1,0,85,2,2,2,2,75,0,1,1,1,9,4,0,1,1,22,2,0,0,0,0,0,0,0,1,0,0,8
335,2,1,335_2_1,1,1,39,4,1,6,2,3,0,1,1,3,2,1,0,58,1,7,4,1,0,67,1,1,1,6,3,0,1,2,18,2,0,0,1,0,0,0,0,0,0,0,3
762,6,2,762_6_2,2,2,51,6,1,3,2,3,0,1,2,9,4,1,0,70,2,2,2,2,76,0,1,1,1,3,2,3,2,1,18,2,0,0,0,0,0,1,0,0,0,0,6
437,8,1,437_8_1,1,1,70,7,1,2,1,1,0,1,2,2,2,2,90,0,2,2,2,2,70,0,1,2,2,9,4,0,1,2,24,2,0,0,0,1,0,0,0,0,0,0,4
183,4,2,183_4_2,2,2,38,4,1,4,2,3,0,1,2,1,1,1,0,65,2,1,1,1,0,70,1,1,1,2,1,0,1,2,14,2,0,0,0,0,1,0,0,0,0,0,5
601,2,1,601_2_1,1,1,37,4,1,6,4,4,0,1,2,1,1,2,58,0,1,2,2,1,0,62,1,1,1,2,1,0,1,1,14,2,0,0,0,1,0,0,0,0,0,0,4
551,4,1,551_4_1,1,1,56,6,1,3,1,1,0,1,2,2,2,2,87,0,2,2,2,2,100,0,1,1,1,6,3,2,2,2,20,2,0,0,1,0,0,0,0,0,0,0,3
480,9,1,480_9_1,1,1,56,6,1,4,1,1,0,1,2,1,1,1,0,85,2,1,1,2,75,0,1,1,1,2,1,1,2,1,14,2,0,0,0,1,0,0,0,0,0,0,4
645,4,3,645_4_3,2,3,34,3,6,3,1,1,0,1,1,3,2,1,0,67,2,3,2,2,65,0,1,1,1,9,4,2,2,1,22,2,0,0,0,0,0,0,0,1,0,0,8
794,4,1,794_4_1,1,1,63,7,1,4,1,1,0,1,2,1,1,2,83,0,2,1,1,1,0,101,1,1,1,2,1,0,1,2,14,2,0,0,0,0,0,1,0,0,0,0,6
646,12,2,646_12_2,2,2,63,7,1,2,1,1,0,1,2,3,2,2,87,0,2,3,2,2,67,0,1,1,1,3,2,0,1,1,18,2,0,0,1,0,0,0,0,0,0,0,3
295,5,1,295_5_1,1,1,67,7,1,5,2,2,0,1,2,2,2,2,85,0,2,2,2,2,55,0,1,1,1,2,1,1,2,1,14,2,0,0,1,0,0,0,0,0,0,0,3
306,4,1,306_4_1,1,1,53,6,1,3,2,3,0,1,2,3,2,1,0,75,2,3,2,2,68,0,1,1,1,3,2,0,1,1,18,2,0,0,0,0,0,0,1,0,0,0,7
648,5,1,648_5_1,2,1,63,7,5,2,1,1,0,1,2,3,2,2,82,0,2,3,2,2,67,0,1,1,1,3,2,3,2,1,18,2,0,0,1,0,0,0,0,0,0,0,3
59,1,1,59_1_1,1,1,52,6,1,3,1,1,0,1,2,3,2,2,74,0,2,2,2,1,0,76,1,1,1,3,2,0,1,2,18,2,0,0,0,0,0,1,0,0,0,0,6
