uid,HH_Hhid,HH_Q02,HH_Q03,HH_Q04,HH_Q05y,HH_Q05m,HH_Q06,HH_Q07,HH_Q08,HH_Q09,HH_Q10,HH_Q11,HH_Q12,HH_Q13,HH_Q14,HH_Q15,HH_Q16,HH_Q17,HH_Q18,HH_Q19,HH_Q20,HH_Q21,HH_Q22,poverty_score
660_1_1,66001,1,1,19351210,76,9,1.0,1.0,2.0,0,1,2,,2.0,2.0,60.0,,2,,2.0,2.0,70.0,,1.0
660_3_1,66003,1,1,19650903,47,0,1.0,1.0,2.0,0,1,2,,2.0,2.0,90.0,,2,,2.0,2.0,94.0,,2.0
660_4_1,66004,1,1,19670402,45,5,1.0,1.0,2.0,0,1,2,,3.0,2.0,48.0,,2,,3.0,2.0,57.0,,4.0
660_5_1,66005,1,1,19590801,53,1,1.0,1.0,2.0,0,1,2,,1.0,1.0,,85.0,2,,2.0,2.0,50.0,,1.0
660_6_1,66006,1,1,19590801,53,1,1.0,1.0,2.0,0,1,2,,3.0,1.0,,75.0,2,,3.0,1.0,,78.0,1.0
660_8_1,66008,2,1,19611018,50,10,1.0,2.0,,0,1,2,,2.0,1.0,,75.0,2,,2.0,2.0,78.0,,1.0
660_9_1,66009,1,1,19380706,74,2,1.0,1.0,2.0,0,1,2,,1.0,2.0,35.0,,2,,1.0,2.0,75.0,,1.0
661_3_1,66103,1,1,19530920,59,0,1.0,1.0,2.0,0,1,2,,2.0,1.0,,85.0,2,,1.0,1.0,,90.0,2.0
661_4_1,66104,1,1,19631010,48,11,1.0,1.0,2.0,0,1,2,,1.0,1.0,,78.0,2,,2.0,2.0,65.0,,2.0
661_5_1,66105,1,1,19460711,66,2,1.0,1.0,2.0,0,1,2,,1.0,2.0,76.0,,2,,1.0,2.0,68.0,,2.0
661_6_1,66106,1,1,19660930,45,11,1.0,1.0,2.0,0,1,1,5.0,,,,,2,,1.0,2.0,75.0,,1.0
661_7_1,66107,1,1,19380317,74,6,1.0,1.0,2.0,0,1,2,,2.0,2.0,72.0,,2,,2.0,2.0,86.0,,2.0
661_9_1,66109,1,1,19610228,51,6,1.0,1.0,2.0,0,1,2,,2.0,1.0,,70.0,2,,2.0,2.0,77.0,,4.0
662_2_1,66202,2,1,19270710,85,2,4.0,,,0,1,2,,1.0,2.0,23.0,,2,,1.0,2.0,33.0,,2.0
662_3_1,66203,1,1,19570308,55,6,1.0,1.0,2.0,0,1,2,,1.0,2.0,84.0,,2,,1.0,2.0,94.0,,2.0
662_4_1,66204,1,1,19610930,50,11,1.0,1.0,2.0,0,1,2,,5.0,1.0,,70.0,2,,1.0,1.0,,80.0,3.0
662_6_1,66206,2,1,19530615,59,3,1.0,2.0,,3,1,2,,1.0,2.0,75.0,,2,,2.0,2.0,79.0,,3.0
662_7_1,66207,2,1,19430302,69,6,4.0,,,0,1,2,,1.0,2.0,76.0,,2,,1.0,2.0,76.0,,2.0
662_9_1,66209,1,1,19500606,62,3,1.0,1.0,2.0,0,1,2,,3.0,2.0,75.0,,2,,1.0,2.0,74.0,,3.0
663_1_2,66301,2,2,19300806,82,1,1.0,1.0,1.0,0,1,2,,1.0,2.0,74.0,,2,,1.0,2.0,77.0,,1.0
663_3_1,66303,2,1,19400203,72,7,4.0,,,0,1,2,,1.0,1.0,,93.0,2,,1.0,2.0,94.0,,1.0
663_7_1,66307,1,1,19690620,43,2,1.0,1.0,2.0,0,1,2,,2.0,2.0,83.0,,2,,2.0,2.0,52.0,,1.0
663_10_1,66310,1,1,19350815,77,1,1.0,1.0,2.0,0,1,2,,1.0,2.0,65.0,,2,,1.0,2.0,73.0,,1.0
664_1_1,66401,2,1,19540418,58,5,2.0,2.0,,0,1,2,,2.0,1.0,,87.0,2,,7.0,2.0,82.0,,1.0
664_2_1,66402,1,1,19600210,52,7,1.0,1.0,2.0,0,1,2,,1.0,1.0,,77.0,2,,1.0,2.0,66.0,,2.0
664_6_1,66406,2,1,19560528,56,3,4.0,,,0,1,2,,1.0,2.0,86.0,,2,,1.0,2.0,70.0,,3.0
664_7_1,66407,2,1,19301103,81,10,4.0,,,0,1,2,,1.0,2.0,79.0,,2,,2.0,2.0,82.0,,2.0
664_10_1,66410,1,1,19660716,46,2,1.0,1.0,2.0,0,1,2,,1.0,1.0,,78.0,2,,1.0,2.0,67.0,,3.0
664_11_1,66411,1,1,19380216,74,6,1.0,1.0,2.0,0,1,2,,1.0,2.0,67.0,,2,,1.0,2.0,78.0,,3.0
665_2_1,66502,1,1,19720322,40,5,1.0,1.0,2.0,0,1,2,,5.0,1.0,,66.0,2,,2.0,1.0,,70.0,3.0
665_3_1,66503,1,1,19440310,68,5,1.0,1.0,2.0,0,1,2,,1.0,2.0,65.0,,2,,2.0,2.0,73.0,,3.0
665_4_1,66504,1,1,19610421,51,4,1.0,1.0,2.0,0,1,2,,2.0,2.0,66.0,,2,,2.0,2.0,65.0,,3.0
665_6_1,66506,1,1,19620810,50,1,1.0,1.0,2.0,0,1,2,,2.0,1.0,,72.0,2,,1.0,1.0,,78.0,2.0
665_7_1,66507,1,1,19460206,66,6,1.0,1.0,2.0,0,1,2,,2.0,2.0,66.0,,2,,2.0,2.0,76.0,,3.0
665_8_1,66508,2,1,19330225,79,6,4.0,,,3,1,2,,2.0,2.0,76.0,,2,,2.0,2.0,50.0,,2.0
666_1_1,66601,1,1,19680510,44,4,1.0,1.0,2.0,0,1,2,,2.0,1.0,,70.0,2,,2.0,2.0,58.0,,2.0
666_3_1,66603,1,1,19680117,44,8,1.0,1.0,2.0,0,1,2,,1.0,1.0,,66.0,2,,2.0,1.0,,73.0,2.0
666_4_1,66604,1,1,19541003,57,11,1.0,1.0,2.0,0,1,2,,1.0,2.0,77.0,,2,,2.0,2.0,82.0,,1.0
666_6_1,66606,1,1,19460418,66,4,2.0,2.0,,0,1,2,,2.0,2.0,82.0,,2,,2.0,2.0,78.0,,2.0
666_7_1,66607,1,1,19251008,86,11,1.0,1.0,2.0,0,1,2,,2.0,2.0,85.0,,2,,1.0,2.0,104.0,,2.0
666_8_1,66608,1,1,19540217,58,7,1.0,1.0,2.0,0,1,2,,1.0,1.0,,74.0,2,,1.0,2.0,66.0,,3.0
667_1_1,66701,2,1,19390711,73,1,4.0,,,0,1,2,,2.0,2.0,78.0,,2,,2.0,2.0,82.0,,2.0
667_2_1,66702,1,1,19560110,56,8,1.0,1.0,2.0,0,1,2,,2.0,1.0,,70.0,2,,2.0,1.0,,76.0,5.0
667_3_1,66703,1,1,19530412,59,4,1.0,1.0,2.0,0,1,2,,1.0,2.0,65.0,,2,,2.0,2.0,72.0,,3.0
667_4_1,66704,1,1,19600311,52,5,1.0,1.0,2.0,0,1,2,,2.0,2.0,68.0,,2,,2.0,2.0,71.0,,2.0
667_5_1,66705,1,1,19780411,34,5,1.0,1.0,2.0,0,1,2,,2.0,2.0,53.0,,2,,2.0,1.0,,64.0,1.0
667_6_1,66706,1,1,19510412,61,5,1.0,1.0,2.0,0,1,2,,2.0,2.0,66.0,,2,,2.0,2.0,66.0,,2.0
667_7_1,66707,2,1,19400712,72,1,4.0,,,0,1,2,,2.0,2.0,67.0,,2,,1.0,2.0,83.0,,2.0
668_1_1,66801,1,1,19440921,67,11,1.0,1.0,2.0,0,1,2,,1.0,2.0,88.0,,2,,1.0,2.0,77.0,,3.0
668_3_1,66803,1,1,19600612,52,2,1.0,1.0,2.0,0,1,2,,1.0,1.0,,75.0,2,,1.0,2.0,60.0,,1.0
668_4_1,66804,1,1,19790517,33,3,1.0,1.0,2.0,0,1,1,4.0,,,,,1,3.0,,,,,4.0
668_5_1,66805,1,1,19561025,55,10,1.0,1.0,2.0,0,1,2,,1.0,2.0,80.0,,2,,1.0,2.0,82.0,,3.0
668_6_3,66806,1,4,19840802,28,1,5.0,,,0,1,1,2.0,,,,,1,1.0,,,,,5.0
668_7_1,66807,1,1,19570710,55,1,1.0,1.0,2.0,0,1,2,,1.0,2.0,62.0,,2,,1.0,2.0,76.0,,4.0
669_1_1,66901,1,1,19781221,33,8,1.0,1.0,2.0,0,1,2,,1.0,1.0,,70.0,2,,1.0,1.0,,65.0,3.0
669_3_1,66903,1,1,19450731,67,1,4.0,,,0,1,2,,1.0,2.0,75.0,,2,,1.0,2.0,70.0,,4.0
669_4_1,66904,1,1,19720312,40,6,1.0,1.0,2.0,0,1,1,16.0,,,,,1,15.0,,,,,4.0
669_6_2,66906,2,2,19720712,40,2,1.0,1.0,1.0,0,1,2,,1.0,1.0,,86.0,2,,1.0,1.0,,83.0,1.0
669_8_2,66908,2,1,19750701,37,2,1.0,1.0,1.0,0,1,2,,1.0,1.0,,67.0,2,,1.0,1.0,,72.0,4.0
669_10_2,66910,2,2,19760606,36,3,1.0,1.0,1.0,0,1,2,,1.0,1.0,,70.0,2,,1.0,1.0,,80.0,3.0
670_1_1,67001,2,1,19650627,47,2,5.0,,,0,1,2,,3.0,2.0,58.0,,2,,3.0,2.0,58.0,,5.0
670_2_2,67002,2,2,19610508,51,5,1.0,1.0,1.0,0,1,2,,3.0,1.0,,89.0,2,,1.0,2.0,80.0,,3.0
670_4_1,67004,1,1,19510322,61,5,1.0,1.0,2.0,0,1,2,,3.0,2.0,70.0,,2,,3.0,2.0,67.0,,4.0
670_5_3,67005,2,4,19920606,20,3,5.0,,,0,1,1,2.0,,,,,1,1.0,,,,,3.0
670_6_3,67006,1,4,19810821,31,0,5.0,,,0,1,1,2.0,,,,,1,1.0,,,,,4.0
670_7_1,67007,1,1,19771118,34,10,1.0,1.0,2.0,0,1,2,,5.0,1.0,,57.0,2,,9.0,1.0,,58.0,5.0
671_1_1,67101,1,1,19540330,58,5,1.0,1.0,2.0,0,1,2,,1.0,2.0,68.0,,2,,1.0,2.0,72.0,,3.0
671_2_1,67102,1,1,19340205,78,7,1.0,1.0,2.0,0,1,2,,1.0,2.0,64.0,,2,,1.0,2.0,78.0,,4.0
671_3_3,67103,1,4,19910329,21,5,5.0,,,0,1,1,2.0,,,,,1,1.0,,,,,1.0
671_4_1,67104,1,1,19430104,69,8,1.0,1.0,2.0,0,1,2,,1.0,2.0,86.0,,2,,1.0,2.0,79.0,,5.0
671_6_1,67106,1,1,19710610,41,3,1.0,1.0,2.0,0,1,2,,5.0,1.0,,70.0,2,,3.0,1.0,,72.0,2.0
671_7_1,67107,1,1,19640416,48,5,1.0,1.0,2.0,0,1,1,6.0,,,,,2,,1.0,2.0,65.0,,4.0
671_8_1,67108,1,1,19580517,54,4,1.0,1.0,2.0,0,1,2,,1.0,1.0,,77.0,2,,1.0,2.0,87.0,,4.0
671_9_1,67109,1,1,19670120,45,8,1.0,1.0,2.0,0,1,1,5.0,,,,,2,,3.0,2.0,69.0,,3.0
672_1_1,67201,1,1,19620425,50,4,1.0,1.0,2.0,0,1,2,,1.0,1.0,,78.0,2,,1.0,1.0,,83.0,4.0
672_2_1,67202,1,1,19660513,46,4,1.0,1.0,2.0,0,1,2,,3.0,1.0,,84.0,2,,3.0,2.0,63.0,,5.0
672_3_1,67203,1,1,19610405,51,5,1.0,1.0,2.0,0,1,2,,1.0,1.0,,88.0,2,,1.0,1.0,,87.0,6.0
672_4_1,67204,1,1,19590412,53,5,1.0,1.0,2.0,0,1,2,,5.0,2.0,60.0,,2,,4.0,2.0,55.0,,3.0
672_5_1,67205,1,1,19640523,48,4,1.0,1.0,2.0,0,1,1,5.0,,,,,2,,5.0,2.0,75.0,,3.0
672_6_1,67206,1,1,19610806,51,1,1.0,1.0,2.0,0,1,2,,3.0,2.0,62.0,,2,,3.0,1.0,,75.0,5.0
672_8_2,67208,2,8,19920330,20,5,5.0,,,0,1,2,,5.0,1.0,,48.0,2,,5.0,1.0,,50.0,3.0
673_1_2,67301,2,2,19870704,25,2,1.0,1.0,1.0,0,1,2,,3.0,1.0,,45.0,2,,2.0,1.0,,50.0,4.0
673_3_2,67303,2,2,19690726,43,1,1.0,1.0,1.0,0,1,2,,3.0,1.0,,70.0,2,,3.0,2.0,65.0,,4.0
673_4_1,67304,1,1,19571201,54,9,1.0,1.0,2.0,0,1,2,,3.0,1.0,,76.0,2,,3.0,1.0,,82.0,5.0
673_5_2,67305,2,2,19620402,50,5,1.0,1.0,1.0,0,1,2,,3.0,1.0,,79.0,2,,3.0,1.0,,82.0,5.0
673_6_2,67306,2,2,19840402,28,5,1.0,1.0,1.0,0,1,2,,2.0,1.0,,55.0,2,,3.0,2.0,60.0,,3.0
673_7_2,67307,2,2,19600702,52,2,1.0,1.0,1.0,0,1,2,,2.0,2.0,76.0,,2,,4.0,2.0,80.0,,4.0
673_8_2,67308,2,2,19690407,43,5,1.0,1.0,1.0,0,1,2,,3.0,1.0,,65.0,2,,3.0,2.0,86.0,,4.0
674_1_2,67401,2,2,19710106,41,7,1.0,1.0,1.0,0,1,2,,3.0,2.0,60.0,,2,,3.0,2.0,40.0,,4.0
674_2_1,67402,1,1,19720416,40,4,1.0,1.0,2.0,0,1,2,,3.0,2.0,68.0,,2,,3.0,2.0,68.0,,4.0
674_3_1,67403,1,1,19640313,48,5,1.0,1.0,2.0,0,1,1,6.0,,,,,1,5.0,,,,,3.0
674_5_2,67405,2,2,19740308,38,5,1.0,1.0,1.0,0,1,2,,2.0,1.0,,80.0,2,,2.0,1.0,,83.0,4.0
674_7_6,67407,2,8,19920617,20,2,5.0,,,0,1,2,,3.0,1.0,,50.0,2,,3.0,1.0,,60.0,3.0
674_8_1,67408,1,1,19630315,49,5,1.0,1.0,2.0,0,1,2,,3.0,1.0,,70.0,2,,3.0,1.0,,80.0,4.0
675_1_2,67501,2,2,19801231,31,9,1.0,1.0,1.0,0,1,2,,2.0,1.0,,54.0,2,,3.0,1.0,,57.0,4.0
675_5_2,67505,2,2,19620621,50,4,1.0,1.0,1.0,0,1,2,,3.0,1.0,,72.0,2,,3.0,2.0,74.0,,5.0
675_7_2,67507,2,2,19600916,52,1,1.0,1.0,1.0,0,1,2,,2.0,1.0,,80.0,2,,4.0,2.0,84.0,,7.0
675_9_1,67509,1,1,19800923,32,1,1.0,1.0,2.0,0,1,2,,3.0,1.0,,53.0,2,,4.0,1.0,,57.0,5.0
675_10_2,67510,2,2,19550219,57,8,1.0,1.0,1.0,0,1,2,,2.0,1.0,,88.0,2,,4.0,1.0,,91.0,6.0
675_12_2,67512,2,2,19550319,57,7,1.0,1.0,1.0,0,1,2,,2.0,1.0,,85.0,2,,3.0,2.0,87.0,,6.0
676_2_1,67602,2,1,19550123,57,8,4.0,,,3,1,2,,3.0,2.0,80.0,,2,,2.0,2.0,74.0,,6.0
676_3_2,67603,2,2,19680403,44,6,1.0,1.0,1.0,0,1,2,,2.0,1.0,,76.0,2,,3.0,1.0,,79.0,6.0
676_6_2,67606,2,2,19400407,72,6,1.0,1.0,1.0,0,1,2,,2.0,2.0,80.0,,2,,2.0,2.0,84.0,,5.0
676_7_2,67607,2,2,19601003,52,0,1.0,1.0,1.0,0,1,2,,3.0,2.0,80.0,,2,,3.0,2.0,78.0,,7.0
676_8_2,67608,2,2,19470712,65,3,1.0,1.0,1.0,0,1,2,,2.0,2.0,76.0,,2,,3.0,1.0,,87.0,5.0
676_10_3,67610,2,10,19900512,22,5,1.0,1.0,2.0,0,1,2,,3.0,1.0,,56.0,2,,3.0,1.0,,58.0,6.0
676_12_2,67612,2,2,19520803,60,2,1.0,1.0,1.0,0,1,2,,3.0,1.0,,83.0,2,,2.0,2.0,88.0,,7.0
677_1_2,67701,2,2,19550807,57,1,1.0,1.0,1.0,0,1,2,,3.0,1.0,,75.0,2,,3.0,1.0,,78.0,6.0
677_4_2,67704,2,2,19810629,31,2,1.0,1.0,1.0,0,1,2,,4.0,1.0,,64.0,2,,5.0,1.0,,70.0,6.0
677_6_2,67706,2,2,19830927,28,11,1.0,1.0,1.0,0,1,2,,5.0,1.0,,51.0,2,,3.0,1.0,,54.0,5.0
677_7_1,67707,2,1,19651015,46,11,4.0,,,0,1,2,,2.0,2.0,70.0,,2,,3.0,2.0,45.0,,5.0
677_8_2,67708,2,2,19540419,58,5,1.0,1.0,1.0,0,1,2,,3.0,2.0,70.0,,2,,3.0,2.0,74.0,,4.0
677_9_2,67709,2,2,19540319,58,6,1.0,1.0,1.0,0,1,2,,2.0,1.0,,87.0,2,,3.0,2.0,90.0,,5.0
677_10_2,67710,2,2,19601109,51,10,1.0,1.0,1.0,0,1,2,,2.0,1.0,,70.0,2,,3.0,1.0,,74.0,7.0
678_2_2,67802,2,2,19720306,40,6,1.0,1.0,1.0,0,1,2,,2.0,2.0,67.0,,2,,2.0,2.0,64.0,,4.0
678_3_2,67803,2,2,19570429,55,4,1.0,1.0,1.0,3,1,2,,3.0,2.0,91.0,,2,,2.0,2.0,82.0,,5.0
678_4_2,67804,2,2,19700715,42,1,1.0,1.0,1.0,0,1,2,,2.0,1.0,,75.0,2,,2.0,2.0,60.0,,4.0
678_5_1,67805,1,1,19500925,61,11,1.0,1.0,2.0,0,1,2,,3.0,2.0,82.0,,2,,2.0,2.0,74.0,,4.0
678_6_2,67806,2,2,19730902,39,0,1.0,1.0,1.0,0,1,2,,2.0,1.0,,63.0,2,,3.0,1.0,,68.0,7.0
678_7_3,67807,2,4,19930613,19,3,5.0,,,0,1,1,2.0,,,,,1,1.0,,,,,4.0
678_8_2,67808,2,2,19880601,24,3,1.0,1.0,1.0,0,1,2,,2.0,1.0,,50.0,2,,3.0,1.0,,57.0,6.0
679_2_2,67902,2,2,19600502,52,4,1.0,1.0,1.0,0,1,2,,3.0,2.0,75.0,,2,,2.0,2.0,76.0,,5.0
679_3_2,67903,2,4,19710513,41,3,5.0,,,0,1,1,1.0,,,,,2,,2.0,2.0,67.0,,4.0
679_4_1,67904,1,1,19550202,57,7,1.0,1.0,2.0,0,1,2,,2.0,2.0,80.0,,2,,2.0,2.0,78.0,,4.0
679_5_2,67905,2,2,19610504,51,4,1.0,1.0,1.0,0,1,2,,3.0,1.0,,79.0,2,,4.0,1.0,,83.0,4.0
679_6_2,67906,2,2,19670618,45,2,1.0,1.0,1.0,0,1,2,,3.0,2.0,62.0,,2,,2.0,2.0,87.0,,4.0
679_7_2,67907,2,2,19550823,57,0,1.0,1.0,1.0,0,1,2,,2.0,1.0,,78.0,2,,2.0,2.0,76.0,,5.0
679_8_2,67908,2,2,19700420,42,4,1.0,1.0,1.0,0,1,2,,3.0,1.0,,60.0,2,,2.0,1.0,,64.0,6.0
680_2_1,68002,1,1,19530408,59,4,1.0,1.0,2.0,0,1,2,,2.0,1.0,,83.0,2,,3.0,2.0,89.0,,4.0
680_3_2,68003,2,2,19850713,27,1,1.0,1.0,1.0,0,1,2,,2.0,1.0,,56.0,2,,3.0,1.0,,73.0,7.0
680_4_2,68004,2,2,19430311,69,5,1.0,2.0,,0,1,2,,2.0,2.0,80.0,,2,,2.0,2.0,86.0,,2.0
680_6_1,68006,1,1,19730120,39,7,1.0,1.0,2.0,0,1,1,3.0,,,,,2,,2.0,2.0,74.0,,5.0
680_7_2,68007,2,2,19690221,43,6,1.0,1.0,1.0,0,1,2,,5.0,2.0,80.0,,2,,2.0,2.0,84.0,,3.0
680_8_1,68008,1,1,19790626,33,2,1.0,1.0,2.0,0,1,2,,3.0,1.0,,50.0,2,,7.0,1.0,,58.0,7.0
680_10_2,68010,2,2,19860202,26,7,1.0,1.0,1.0,0,1,2,,2.0,1.0,,51.0,2,,3.0,1.0,,59.0,4.0
681_1_1,68101,2,1,19610927,50,11,2.0,2.0,,0,1,2,,3.0,1.0,,76.0,2,,9.0,2.0,52.0,,5.0
681_2_1,68102,1,1,19601201,51,9,1.0,1.0,2.0,0,1,2,,2.0,2.0,64.0,,2,,2.0,2.0,73.0,,5.0
681_4_1,68104,1,1,19390309,73,6,1.0,1.0,2.0,0,1,2,,1.0,2.0,85.0,,2,,1.0,2.0,90.0,,5.0
681_8_1,68108,1,1,19621110,49,10,1.0,1.0,2.0,0,1,2,,2.0,2.0,40.0,,2,,2.0,2.0,60.0,,6.0
681_9_1,68109,1,1,19460709,66,2,1.0,1.0,2.0,0,1,2,,2.0,2.0,66.0,,2,,2.0,2.0,74.0,,5.0
681_10_1,68110,1,1,19690216,43,7,1.0,1.0,2.0,0,1,2,,3.0,1.0,,67.0,2,,3.0,1.0,,73.0,5.0
682_1_1,68201,1,1,19470101,65,8,1.0,1.0,2.0,0,1,2,,3.0,2.0,82.0,,2,,3.0,2.0,83.0,,5.0
682_2_1,68202,2,1,19420727,70,2,4.0,,,0,1,2,,1.0,2.0,67.0,,2,,1.0,2.0,58.0,,5.0
682_8_1,68208,1,1,19570418,55,5,1.0,1.0,2.0,0,1,2,,3.0,2.0,77.0,,2,,3.0,2.0,77.0,,5.0
682_9_1,68209,1,1,19550929,56,11,1.0,1.0,2.0,0,1,2,,2.0,1.0,,83.0,2,,8.0,1.0,,85.0,6.0
682_11_1,68211,1,1,19500401,62,5,1.0,1.0,2.0,0,1,2,,2.0,2.0,80.0,,2,,2.0,2.0,85.0,,5.0
682_12_1,68212,1,1,19740329,38,6,1.0,1.0,2.0,0,1,2,,3.0,1.0,,54.0,2,,3.0,2.0,64.0,,6.0
683_1_1,68301,1,1,19790102,33,8,1.0,1.0,2.0,0,1,2,,3.0,1.0,,65.0,2,,2.0,1.0,,66.0,5.0
683_2_1,68302,1,1,19531002,58,11,1.0,1.0,2.0,0,1,2,,1.0,2.0,83.0,,2,,1.0,2.0,40.0,,5.0
683_3_1,68303,1,1,19500603,62,3,1.0,1.0,2.0,0,1,2,,2.0,2.0,70.0,,2,,2.0,2.0,84.0,,5.0
683_4_1,68304,1,1,19490625,63,3,1.0,1.0,2.0,0,1,2,,2.0,2.0,83.0,,2,,2.0,2.0,87.0,,5.0
683_6_1,68306,1,1,19670111,45,8,1.0,1.0,2.0,0,1,2,,2.0,1.0,,70.0,2,,2.0,1.0,,80.0,5.0
683_7_1,68307,1,1,19590413,53,5,1.0,1.0,2.0,0,1,2,,2.0,2.0,72.0,,2,,2.0,2.0,57.0,,5.0
683_8_1,68308,2,1,19360324,76,6,4.0,,,0,1,2,,1.0,2.0,97.0,,2,,1.0,2.0,89.0,,4.0
683_12_1,68312,1,1,19710314,41,6,1.0,1.0,2.0,0,1,2,,3.0,1.0,,60.0,2,,3.0,1.0,,74.0,4.0
684_4_1,68404,1,1,19590212,53,6,1.0,1.0,2.0,0,1,2,,3.0,2.0,60.0,,2,,3.0,1.0,,82.0,6.0
684_5_1,68405,1,1,19810414,31,4,1.0,2.0,,0,1,2,,3.0,2.0,72.0,,2,,3.0,2.0,63.0,,5.0
684_11_1,68411,1,1,19690331,43,5,1.0,1.0,2.0,0,1,2,,1.0,1.0,,66.0,2,,1.0,1.0,,75.0,6.0
685_1_1,68501,2,1,19450707,67,2,4.0,,,0,1,2,,1.0,2.0,90.0,,2,,4.0,2.0,86.0,,6.0
685_2_1,68502,1,1,19670515,45,3,1.0,1.0,2.0,0,1,2,,3.0,2.0,60.0,,2,,3.0,1.0,,76.0,4.0
685_3_1,68503,1,1,19670409,45,5,1.0,1.0,2.0,0,1,2,,1.0,2.0,60.0,,2,,1.0,2.0,70.0,,5.0
685_4_1,68504,1,1,19710726,41,1,1.0,1.0,2.0,0,1,2,,3.0,2.0,62.0,,2,,3.0,2.0,67.0,,5.0
685_7_1,68507,1,1,19510311,61,6,1.0,1.0,2.0,0,1,2,,1.0,2.0,69.0,,2,,3.0,2.0,82.0,,6.0
685_8_1,68508,1,1,19531003,58,11,1.0,1.0,2.0,0,1,2,,2.0,1.0,,76.0,2,,2.0,2.0,80.0,,6.0
685_11_2,68511,2,1,19690510,43,4,1.0,1.0,1.0,0,1,2,,3.0,1.0,,62.0,2,,3.0,2.0,64.0,,6.0
685_12_1,68512,2,1,19370803,75,1,4.0,,,0,1,2,,1.0,2.0,80.0,,2,,1.0,2.0,82.0,,5.0
686_1_1,68601,1,1,19510407,61,4,1.0,1.0,2.0,0,1,2,,1.0,2.0,85.0,,2,,1.0,2.0,64.0,,5.0
686_2_2,68602,2,2,19801106,31,9,1.0,1.0,1.0,0,1,2,,3.0,1.0,,71.0,2,,3.0,2.0,67.0,,8.0
686_3_1,68603,1,1,19570703,55,2,1.0,1.0,2.0,0,1,2,,1.0,2.0,78.0,,2,,1.0,2.0,72.0,,7.0
686_4_1,68604,1,1,19540419,58,4,1.0,1.0,2.0,0,1,2,,2.0,2.0,85.0,,2,,2.0,2.0,60.0,,7.0
686_6_1,68606,1,1,19550508,57,3,1.0,1.0,2.0,0,1,2,,2.0,2.0,78.0,,2,,4.0,2.0,72.0,,7.0
686_7_1,68607,1,1,19550629,57,2,1.0,1.0,2.0,0,1,2,,1.0,2.0,87.0,,2,,1.0,2.0,74.0,,7.0
686_8_4,68608,1,4,19970628,15,2,5.0,,,0,1,1,2.0,,,,,1,1.0,,,,,6.0
687_1_4,68701,2,9,19900125,22,7,1.0,1.0,3.0,0,1,2,,3.0,1.0,,50.0,2,,3.0,1.0,,60.0,7.0
687_2_4,68702,2,4,19901004,21,11,5.0,,,0,1,1,2.0,,,,,1,1.0,,,,,6.0
687_3_2,68703,2,2,19940502,18,4,1.0,1.0,1.0,0,1,2,,3.0,1.0,,55.0,2,,2.0,1.0,,60.0,5.0
687_7_1,68707,1,1,19380101,74,8,1.0,1.0,2.0,0,1,2,,2.0,2.0,65.0,,2,,2.0,2.0,75.0,,6.0
687_8_2,68708,2,2,19630202,49,7,1.0,1.0,1.0,0,1,2,,1.0,1.0,,70.0,2,,1.0,2.0,45.0,,6.0
687_9_4,68709,2,9,19850724,27,1,1.0,1.0,3.0,0,1,2,,2.0,1.0,,53.0,2,,2.0,2.0,48.0,,6.0
687_10_3,68710,1,4,19920324,20,5,1.0,1.0,4.0,0,1,1,2.0,,,,,1,1.0,,,,,5.0
688_1_2,68801,2,2,19670525,45,4,1.0,1.0,1.0,0,1,2,,10.0,1.0,,75.0,2,,10.0,2.0,54.0,,6.0
688_5_1,68805,1,1,19680328,44,6,1.0,1.0,2.0,0,1,2,,10.0,1.0,,72.0,2,,10.0,1.0,,88.0,6.0
688_6_1,68806,1,1,19760820,36,1,1.0,1.0,2.0,0,1,2,,10.0,1.0,,78.0,2,,10.0,2.0,70.0,,5.0
688_7_1,68807,1,1,19570414,55,5,1.0,1.0,2.0,0,1,2,,10.0,1.0,,76.0,2,,10.0,1.0,,80.0,6.0
688_9_1,68809,1,1,19750311,37,7,1.0,1.0,2.0,0,1,1,4.0,,,,,2,,10.0,2.0,59.0,,3.0
688_12_1,68812,1,1,19400415,72,5,1.0,1.0,2.0,0,1,2,,1.0,2.0,70.0,,2,,1.0,2.0,70.0,,5.0
689_1_2,68901,2,2,19730630,39,2,1.0,1.0,1.0,0,1,2,,2.0,1.0,,62.0,2,,2.0,1.0,,67.0,5.0
689_5_1,68905,1,1,19500209,62,7,1.0,1.0,2.0,0,1,2,,2.0,2.0,68.0,,2,,2.0,2.0,70.0,,6.0
689_6_1,68906,1,1,19580327,54,5,1.0,1.0,2.0,0,1,2,,3.0,1.0,,72.0,2,,3.0,1.0,,73.0,3.0
689_7_1,68907,1,1,19790409,33,5,1.0,1.0,2.0,0,1,2,,3.0,1.0,,57.0,2,,3.0,1.0,,60.0,8.0
689_8_1,68908,1,1,19730607,39,3,1.0,1.0,2.0,0,1,2,,2.0,1.0,,75.0,2,,3.0,2.0,59.0,,5.0
689_9_1,68909,1,1,19690504,43,4,1.0,1.0,2.0,0,1,2,,2.0,1.0,,85.0,2,,2.0,1.0,,65.0,4.0
689_10_1,68910,1,1,19540408,58,5,1.0,1.0,2.0,0,1,2,,3.0,2.0,76.0,,2,,2.0,2.0,62.0,,5.0
690_5_2,69005,2,1,19720412,40,4,1.0,1.0,1.0,0,1,2,,1.0,1.0,,72.0,2,,1.0,2.0,74.0,,5.0
